ISO3,Country,Year,Project_007_Region,Official_Region,Sub_Region,population_total,urban_population_pct,population_65_plus_pct,age_dependency_ratio_pct,gdp_current_usd,gdp_per_capita_current_usd,gdp_per_capita_ppp_current_intl,household_consumption_expenditure_current_usd,household_consumption_expenditure_constant_2015_usd,household_consumption_expenditure_per_capita_constant_2015_usd,consumption_per_capita_check_usd,household_consumption_pct_of_gdp,consumption_growth_yoy_real_pct,consumption_cagr_2013_2023_real_pct,cagr_start_year,cagr_end_year,inflation_cpi_annual_pct,unemployment_pct_of_labor_force,internet_users_pct_of_population,global_consumption_share_pct,regional_consumption_share_pct,cluster,pca1,pca2
ROU,Romania,2023,Europe,Europe & Central Asia,Eastern Europe,19061062.0,52.1645747011867,19.7531409207066,55.3509300976065,347757995758.914,18244.4186876321,45981.6373404846,213789148066.371,162403790429.479,8520.18583379451,11216.01451516033,61.4764148268734,2.5236981349334275,5.066003555032905,2013.0,2023.0,10.3971874764996,5.589,89.20335498,0.3615761936511232,1.5130912842926307,3,-0.005523006137273403,-0.721418671144366
RUS,Russian Federation,2023,Europe,Europe & Central Asia,Eastern Europe,143826130.0,74.9805047873279,16.6046427349856,51.7902694468508,2046284838151.09,13986.9951171875,44298.67578125,1017679151012.97,863318095613.809,5901.04833984375,7075.759815083462,49.7330152693938,8.604638456435708,1.059240946146911,2013.0,2023.0,5.86571931748967,3.076,92.24496346,1.721175078854518,7.202617473951502,3,0.9148943840865931,0.46183083892072085
RWA,Rwanda,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,13954471.0,28.8555310645477,3.82185022198798,71.0958025684348,14806501437.282,1061.05788154076,3518.91850615405,9569634676.44418,7882084412.97098,564.842939081745,685.7755250230682,64.6313021140046,11.250092202541072,3.843718147705699,2013.0,2023.0,19.789546746467,12.352,28.80579948,0.016184881750248,0.5779734137784949,0,-2.6328467560114905,0.2683453540401328
SAU,Saudi Arabia,2023,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,33702731.0,84.2962388315415,2.81950386919403,36.8306261402051,1218584800000.0,36156.8562500172,71623.785419098,531169866666.667,408171900975.865,12110.9443912977,15760.43990816848,43.5890769905112,7.748773288053301,4.899514291405382,2013.0,2023.0,2.32708518362706,4.008,100.0,0.8983541976222453,23.057471250423955,2,1.5638172043356788,-0.9842511316264678
SEN,Senegal,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,18077573.0,54.6992276190794,3.5903878360666,73.0702280774448,30696331295.7826,1698.03387300843,4781.55234083159,20646184829.0882,17875949093.9555,988.846738107794,1142.088311804256,67.2594540049312,4.998658499195496,4.291617366646561,2013.0,2023.0,5.93947798773215,2.784,59.18740082,0.0349183716359714,1.2469594013388023,0,-1.4633773633192642,-0.24862696595846753
SGP,Singapore,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,5917648.0,100.0,13.0953667239036,33.1253772353762,511181761243.76,86382.5900499252,144728.385132013,161089302909.589,140214790973.397,23694.3446067418,27221.84606275821,31.5131162969589,3.7071228749732335,2.9291280288919586,2013.0,2023.0,4.83372362825798,3.444,94.28518987,0.2724462748028701,3.4050852439282706,2,3.8263447754256097,-0.8244881181672815
SLB,Solomon Islands,2023,Oceania,East Asia & Pacific,Melanesia,800005.0,30.0088821088389,3.62653756755422,69.461496422262,1506124566.40404,1882.64394148042,2599.03676008376,1160415562.01904,1092667823.79039,1365.82624332396,1450.5103868338824,77.0464533879558,11.627207449691412,3.360307784970362,2013.0,2023.0,5.88585897042164,1.443,28.67239952,0.0019625815705019,0.1107476779471993,0,-2.511955308961698,-0.08326513404468232
SLE,Sierra Leone,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,8460512.0,44.809324991151,3.20667945391485,71.6396127509545,6415852766.09227,758.329137301888,3371.09351712436,5655831179.48357,10212792651.6671,1207.11283804894,668.4975069456282,88.1540051756579,2.188330593446852,2.8258518831089763,2013.0,2023.0,47.6428733253179,3.092,23.71360016,0.0095655646149828,0.3415929829178822,0,-2.2337297189881316,1.647318011238937
SLV,El Salvador,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,6309624.0,74.6080675149903,8.00031824400313,49.7246065816785,33565430000.0,5319.7195268688,12667.4662875421,27755870000.0,22388093664.0618,3548.24529386566,4398.973694787518,82.6918350219258,4.521818116537957,1.4454657925680348,2013.0,2023.0,4.04554694222477,2.992,62.61989975,0.0469428028356227,0.6293395349163584,3,-0.3337647143047338,0.5434312016383498
SMR,San Marino,2023,Europe,Europe & Central Asia,Southern Europe,33860.0,97.1317310361655,21.6823538130883,52.3897389738974,2027243193.5116,59871.3288101478,78810.3378046111,775740065.862171,703998937.016422,20791.462995169,22910.22049209011,38.2657625066891,8.264124072319024,2.602992058671716,2015.0,2023.0,5.93190858629403,,97.33640289,0.0013119896066475,0.0054902951957516,2,2.6350027445019713,-0.2723116287403104
SRB,Serbia,2023,Europe,Europe & Central Asia,Southern Europe,6623183.0,62.1434649229738,22.3383596618497,57.94954577942,81343999280.0179,12281.707946167,29776.9743496564,50921322138.3838,35179899329.9836,5311.63027353821,7688.345941578815,62.5999736785656,0.4940718521591947,1.9224977925578424,2013.0,2023.0,12.3719043552519,8.268,85.35746686,0.0861219477275034,0.3603953213206411,3,0.11053484892856362,0.4692933184092666
STP,Sao Tome and Principe,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,230871.0,68.6043921103568,3.86730280697271,72.8534635081309,690456806.696406,2990.6606143535,6155.05042011344,697463379.440446,399929324.351598,1732.26314414369,3021.009045919349,101.0147735059,1.082601398575167,4.07062905442559,2013.0,2023.0,21.2589138473,9.032,58.70130157,0.0011796022213009,0.0421244179146102,0,-1.0803239991441422,0.4252448100729666
SVK,Slovak Republic,2023,Europe,Europe & Central Asia,Eastern Europe,5426740.0,53.190805019646,18.0508365765507,51.4188207516504,133578518423.544,24614.8734642794,45864.6125430469,77946206279.5014,58851196121.2913,10844.6684604922,14363.357426281967,58.3523512608171,-2.9198505267820862,2.7420747083501062,2013.0,2023.0,10.5319476645211,5.843,87.2131343,0.1318284526178934,0.5516637604476285,3,0.3784034837388105,-0.06443851688225884
SVN,Slovenia,2023,Europe,Europe & Central Asia,Southern Europe,2120461.0,55.5378927789875,21.3323429613727,56.8926761847261,69255264238.3855,32660.4753581346,56150.6852244867,35707845428.4634,28844420252.3822,13602.9006203756,16839.66148326397,51.5597562454637,-0.0189645874463795,2.7226213900764407,2013.0,2023.0,7.44687717385846,3.652,90.37794678,0.0603917783025085,0.2527220403249982,3,0.8026013285723703,-0.25857943204652917
SWE,Sweden,2023,Europe,Europe & Central Asia,Northern Europe,10536632.0,88.631216160938,20.5364235623884,60.7360556550349,578990915246.07,54950.2834725622,68457.9015289277,263717291546.63,263090779391.506,24969.1532732192,25028.613654403987,45.5477425642423,-1.6088450245715369,1.7941697205253735,2013.0,2023.0,8.5486248974891,7.611,95.70327461,0.44601840336541,1.8664573902160173,2,2.542995315276092,0.011146221580945614
SYC,Seychelles,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,119773.0,45.0971081321658,8.33095611193391,39.8025048731806,2171547935.38159,18130.5297135548,31893.9628108379,1388672831.88156,1252648193.46976,10458.5189773134,11594.205971976657,63.948523044578,-6.668885929871293,6.795612384485494,2013.0,2023.0,-1.03530088431952,,86.001297,0.0023486273336127,0.0838711198913045,0,-0.5642645780043316,-1.6098951786058806
TCD,Chad,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,19319064.0,26.3305395171046,2.07477443006556,95.3580792822124,18352937976.2179,949.991054236266,2703.06889886705,11008602061.0161,10868977264.8842,562.603719563442,569.8310260277672,59.9827780995132,-1.598210804840594,2.3241051002265145,2013.0,2023.0,10.8363568399843,1.059,12.03590012,0.01861857099223,0.6648821537353243,0,-2.8272030475951615,0.4022904877252793
TGO,Togo,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,8223850.0,43.2496853032436,3.60486876584568,80.9338235472068,9723300576.72675,1182.32951436696,3572.00417260831,7295738041.66792,6348711110.49162,771.987707763592,887.1438610465804,75.0335545435124,6.016689285171872,4.611688273949266,2013.0,2023.0,5.48928568141131,1.942,37.57020187,0.0123390977270886,0.4406377844659027,0,-2.205270119329533,-0.3896556648474212
THA,Thailand,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,71702435.0,60.9341926574707,14.7182560815403,42.4662473757894,517013369475.121,7210.54130832685,23598.3745068685,295970808043.138,268954121510.661,3750.97612111305,4127.765089750968,57.2462581274467,6.701376945773219,3.0194525055665222,2013.0,2023.0,1.22908986612448,0.733,89.53525238,0.5005679622749696,6.2561933840314925,3,-0.14071713065586453,-0.19833913566149755
TON,Tonga,2023,Oceania,East Asia & Pacific,Polynesia,104597.0,21.147944541337,6.60245225746313,73.0878702631144,591139733.623755,5651.59357939286,7810.10184717265,590086262.746536,501339070.032494,4793.05400759576,5641.52186722885,99.8217898717853,8.433558858225275,2.241812804578003,2013.0,2023.0,6.35112980255182,1.652,64.13140106,0.0009979980122446,0.0563166209818957,0,-1.6532753096941764,0.08205668128007669
TUR,Turkiye,2023,Middle East,Europe & Central Asia,Western Asia,85325965.0,89.0218446796121,10.0010276668343,46.7152423180544,1141242864657.45,13375.0947282864,43196.3381254367,616632766979.269,863667526630.885,10121.9778367685,7226.789254352635,54.0316865126121,10.476143237084656,6.585932573410025,2013.0,2023.0,53.8594087593315,9.388,85.96074155,1.0428954452622925,26.767317178435317,3,0.5888443024755547,0.600944261384873
TZA,Tanzania,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,66617606.0,35.4748019434954,3.04319999848689,84.3899011707131,79030935638.1317,1224.00219726563,4021.82885742188,42771068542.6304,38572798800.647,597.401428222656,642.0385106998651,54.1194004566407,2.1999999999191333,3.613087336085785,2013.0,2023.0,3.79923291384916,1.565,28.43190002,0.0723376293975149,2.5832271902069706,0,-2.4345454766178087,-0.19550607061217484
UGA,Uganda,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,48656601.0,30.6059359395495,2.15058279399148,85.4896724288882,48768955863.3175,1002.30913917142,3100.19016956104,34923573145.5404,34338046420.2008,705.722259970456,717.7561199875099,71.6102539562648,3.7191163331842247,4.620322037342173,2013.0,2023.0,5.35094804280395,2.754,9.286999702,0.0590653583723569,2.109265136521504,0,-3.0433752159103284,-0.43469430627588707
UKR,Ukraine,2023,Europe,Europe & Central Asia,Eastern Europe,37732836.0,69.4754455027606,18.5575345907943,48.927142092575,181221517868.744,5139.59814453125,17679.904296875,110513376129.716,68930584421.9198,1954.93078613281,2928.8383234622493,60.982480132276,4.33079573538504,-2.3703363342496564,2013.0,2023.0,12.8490222828559,,81.58059692,0.186908485533196,0.7821576900980678,3,0.3689790269430116,1.9018232978418925
USA,United States,2023,North America,North America,Northern America,336755052.0,80.071561119178,17.4318194823539,53.9087998260781,27811517000000.0,82586.7847707894,82586.7847707891,18833150000000.0,15205695881388.2,45153.5791106354,55925.3673794922,67.7170900098689,2.565843622079833,2.7712882967547925,2013.0,2023.0,4.11633838374488,3.638,93.52559662,31.852031560304457,93.89240805438222,2,3.421463973005584,-0.8441410227704256
UZB,Uzbekistan,2023,Europe,Europe & Central Asia,Central Asia,35652307.0,50.9964841114568,5.69504099692623,57.6444238962333,107526539716.318,3015.97705069457,11678.6257366395,68821056152.0679,113832884919.952,3192.86168269424,1930.33949113217,64.0037857943122,6.978669508281588,7.434621895944637,2013.0,2023.0,9.95659071258018,4.434,89.01361047,0.1163953163740081,0.4870805706526303,0,-1.1509809187458395,-1.150321657172992
VNM,Viet Nam,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,100352192.0,38.1298904418945,8.62116598619573,47.5514131558407,433805036898.465,4322.82572261566,15033.899969483,234323207726.677,211350963341.813,2106.09214536951,2335.008364607292,54.0157876916311,3.0735007544602237,5.581641448405983,2013.0,2023.0,3.25289282667662,1.645,78.08,0.3963049308173032,4.953094231141226,0,-1.4198390092169242,-0.9194362510820746
ZAF,South Africa,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,63212384.0,63.5823705163545,6.51509367622564,48.3679344695214,381440724491.232,6034.27208964673,15212.2609596178,244863716821.306,241861157450.179,3826.16731319893,3873.666856502454,64.1944347048698,0.2268092108528296,1.2039929192762644,2013.0,2023.0,6.0752438457966,32.098,78.33670044,0.4141318279823445,14.788936370796518,3,-0.20714708062145556,0.5805674037295235
