DATAFLOW,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE,REF_YEAR_PRICE,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP123,XDC,V,N,T0117,2022,95.532,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP031,XDC,V,N,T0117,2022,1788.784,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP02,XDC,V,N,T0117,2022,3833.443,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP045,XDC,V,N,T0117,2022,2423.109,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP03,XDC,V,N,T0117,2022,2301.264,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP104,XDC,V,N,T0117,2022,161.282,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP105,XDC,V,N,T0117,2022,34.717,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP022,XDC,V,N,T0117,2022,1871.14,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP062,XDC,V,N,T0117,2022,1126.769,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP032,XDC,V,N,T0117,2022,512.48,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP072,XDC,V,N,T0117,2022,2540.594,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP103,XDC,V,N,T0117,2022,31.41,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP052,XDC,V,N,T0117,2022,83.722,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP09,XDC,V,N,T0117,2022,4388.955,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP04,XDC,V,N,T0117,2022,7608.601,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP08,XDC,V,N,T0117,2022,1955.112,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP11,XDC,V,N,T0117,2022,8296.353,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP096,XDC,V,N,T0117,2022,293.378,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP011,XDC,V,N,T0117,2022,7763.034,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP12,XDC,V,N,T0117,2022,3568.657,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP053,XDC,V,N,T0117,2022,280.628,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP05,XDC,V,N,T0117,2022,2418.736,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP023,XDC,V,N,T0117,2022,253.785,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP081,XDC,V,N,T0117,2022,50.288,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP063,XDC,V,N,T0117,2022,182.295,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP122,XDC,V,N,T0117,2022,221.992,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP012,XDC,V,N,T0117,2022,1423.631,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP021,XDC,V,N,T0117,2022,1708.518,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP073,XDC,V,N,T0117,2022,895.731,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP121,XDC,V,N,T0117,2022,1603.919,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP111,XDC,V,N,T0117,2022,3591.415,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP042,XDC,V,N,T0117,2022,3770.978,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP051,XDC,V,N,T0117,2022,731.522,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP125,XDC,V,N,T0117,2022,426.353,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP082,XDC,V,N,T0117,2022,377.718,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,_T,XDC,V,N,T0117,2022,50731.294,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP041,XDC,V,N,T0117,2022,345.916,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP07,XDC,V,N,T0117,2022,4143.687,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP124,XDC,V,N,T0117,2022,339.923,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP126,XDC,V,N,T0117,2022,790.888,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP083,XDC,V,N,T0117,2022,1527.105,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP094,XDC,V,N,T0117,2022,1731.78,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP095,XDC,V,N,T0117,2022,847.261,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP122_127,XDC,V,N,T0117,2022,312.043,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP071,XDC,V,N,T0117,2022,707.362,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP054,XDC,V,N,T0117,2022,250.251,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP112,XDC,V,N,T0117,2022,4704.938,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP01,XDC,V,N,T0117,2022,9186.665,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP127,XDC,V,N,T0117,2022,90.05,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP101,XDC,V,N,T0117,2022,131.527,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP061,XDC,V,N,T0117,2022,1336.701,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,HRV,S14,S1,P31DC,_Z,_Z,CP102,XDC,V,N,T0117,2022,25.12,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP122,XDC,V,N,T0117,2021,28.765,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP06,XDC,V,N,T0117,2021,945.417,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP053,XDC,V,N,T0117,2021,153.226,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP121,XDC,V,N,T0117,2021,453.088,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP127,XDC,V,N,T0117,2021,124.319,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP11,XDC,V,N,T0117,2021,852.185,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,_T,XDC,V,N,T0117,2021,18689.503,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP073,XDC,V,N,T0117,2021,289.979,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP043,XDC,V,N,T0117,2021,61.419,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP011,XDC,V,N,T0117,2021,3356.105,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP101,XDC,V,N,T0117,2021,65.172,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP032,XDC,V,N,T0117,2021,232.183,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP12,XDC,V,N,T0117,2021,1249.173,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP061,XDC,V,N,T0117,2021,199.306,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP052,XDC,V,N,T0117,2021,44.191,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP082,XDC,V,N,T0117,2021,85.279,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP094,XDC,V,N,T0117,2021,493.807,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP031,XDC,V,N,T0117,2021,758.826,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP072,XDC,V,N,T0117,2021,1306.058,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP092,XDC,V,N,T0117,2021,9.288,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP102,XDC,V,N,T0117,2021,66.685,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP05,XDC,V,N,T0117,2021,834.473,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP095,XDC,V,N,T0117,2021,220.114,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP125,XDC,V,N,T0117,2021,253.972,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP021,XDC,V,N,T0117,2021,855.771,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP054,XDC,V,N,T0117,2021,98.059,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP112,XDC,V,N,T0117,2021,127.966,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP122_127,XDC,V,N,T0117,2021,153.084,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP02,XDC,V,N,T0117,2021,1409.987,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP124,XDC,V,N,T0117,2021,32.036,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP056,XDC,V,N,T0117,2021,225.344,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP103,XDC,V,N,T0117,2021,28.474,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP08,XDC,V,N,T0117,2021,480.778,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP105,XDC,V,N,T0117,2021,73.064,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP123,XDC,V,N,T0117,2021,108.967,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP044,XDC,V,N,T0117,2021,197.342,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP096,XDC,V,N,T0117,2021,170.188,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP022,XDC,V,N,T0117,2021,506.965,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP041,XDC,V,N,T0117,2021,207.84,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP126,XDC,V,N,T0117,2021,248.025,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP03,XDC,V,N,T0117,2021,991.009,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP081,XDC,V,N,T0117,2021,18.333,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP023,XDC,V,N,T0117,2021,47.25,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP055,XDC,V,N,T0117,2021,56.453,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP045,XDC,V,N,T0117,2021,997.976,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP091,XDC,V,N,T0117,2021,341.337,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP083,XDC,V,N,T0117,2021,377.166,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP012,XDC,V,N,T0117,2021,374.182,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP062,XDC,V,N,T0117,2021,603.602,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP111,XDC,V,N,T0117,2021,724.219,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP01,XDC,V,N,T0117,2021,3730.287,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP07,XDC,V,N,T0117,2021,2067.471,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP09,XDC,V,N,T0117,2021,1621.017,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP042,XDC,V,N,T0117,2021,2770.159,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP093,XDC,V,N,T0117,2021,386.283,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP063,XDC,V,N,T0117,2021,142.509,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP04,XDC,V,N,T0117,2021,4234.736,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP10,XDC,V,N,T0117,2021,272.97,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP104,XDC,V,N,T0117,2021,39.575,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP071,XDC,V,N,T0117,2021,471.433,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP051,XDC,V,N,T0117,2021,257.201,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP111,XDC,V,N,T0117,2022,1219.242,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP062,XDC,V,N,T0117,2022,479.714,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP01,XDC,V,N,T0117,2022,4515.146,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP07,XDC,V,N,T0117,2022,2603.374,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP09,XDC,V,N,T0117,2022,2238.094,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP042,XDC,V,N,T0117,2022,2861.25,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP093,XDC,V,N,T0117,2022,429.037,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP071,XDC,V,N,T0117,2022,440.54,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP051,XDC,V,N,T0117,2022,270.525,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP04,XDC,V,N,T0117,2022,4888.837,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP063,XDC,V,N,T0117,2022,127.803,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP10,XDC,V,N,T0117,2022,347.514,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP104,XDC,V,N,T0117,2022,163.163,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP126,XDC,V,N,T0117,2022,375.607,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP03,XDC,V,N,T0117,2022,1219.166,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP081,XDC,V,N,T0117,2022,20.787,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP012,XDC,V,N,T0117,2022,454.393,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP023,XDC,V,N,T0117,2022,47.25,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP055,XDC,V,N,T0117,2022,65.267,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP045,XDC,V,N,T0117,2022,1515.011,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP091,XDC,V,N,T0117,2022,360.066,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP083,XDC,V,N,T0117,2022,458.732,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP022,XDC,V,N,T0117,2022,532.105,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP041,XDC,V,N,T0117,2022,214.774,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP02,XDC,V,N,T0117,2022,1632.455,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP124,XDC,V,N,T0117,2022,38.5,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5(1.0),A,LVA,S14,S1,P31DC,_Z,_Z,CP056,XDC,V,N,T0117,2022,269.371,,F,1,A,6,EUR
