iso3,year,regulatory_quality_score
KOR,2018,69.9547702
KOR,2017,69.9923819
KOR,2016,70.2540535
KOR,2015,70.5731613
KOR,2014,70.5357957
KOR,2013,70.9195396
XKX,2023,48.7121618
XKX,2022,47.4717238
XKX,2021,48.9650155
XKX,2020,48.712709
XKX,2019,48.9468074
XKX,2018,49.1326089
XKX,2017,51.5487086
XKX,2016,50.8514541
XKX,2015,49.6345265
XKX,2014,51.4976722
XKX,2013,52.0510393
KWT,2023,59.9489567
KWT,2022,58.7492469
KWT,2021,57.4519876
KWT,2020,57.0016031
KWT,2019,56.5339237
KWT,2018,55.1557034
KWT,2017,54.3801596
KWT,2016,54.0923611
KWT,2015,54.4608698
KWT,2014,53.8367206
KWT,2013,56.7460541
KGZ,2023,46.4365303
KGZ,2022,46.5666966
KGZ,2021,46.7840457
KGZ,2020,47.2196823
KGZ,2019,48.2200351
KGZ,2018,49.3391089
KGZ,2017,50.2306373
KGZ,2016,48.7018205
KGZ,2015,46.035769
KGZ,2014,46.3233025
KGZ,2013,47.9693121
LAO,2023,42.7186671
LAO,2022,41.9482001
LAO,2021,43.1593285
LAO,2020,42.6288804
LAO,2019,43.4969157
LAO,2018,42.3607158
LAO,2017,44.0489139
LAO,2016,44.3694664
LAO,2015,43.8329116
LAO,2014,43.1023069
LAO,2013,42.1066886
LVA,2023,70.594866
LVA,2022,69.9885637
LVA,2021,72.2555429
LVA,2020,70.3285876
LVA,2019,70.6816435
LVA,2018,70.9122043
LVA,2017,70.5790204
LVA,2016,70.4109065
LVA,2015,70.727338
LVA,2014,70.9172906
LVA,2013,69.841656
LBN,2023,40.4704085
LBN,2022,39.9852449
LBN,2021,41.902832
LBN,2020,43.5775187
LBN,2019,46.0123721
LBN,2018,47.442952
LBN,2017,49.2262754
LBN,2016,48.306893
LBN,2015,49.1455683
LBN,2014,47.8945903
LBN,2013,50.3070136
LSO,2023,45.9612585
LSO,2022,45.7363817
LSO,2021,44.5698376
LSO,2020,43.6446308
LSO,2019,46.1748162
LSO,2018,46.7109104
LSO,2017,48.2880273
LSO,2016,47.8989132
LSO,2015,48.0087233
LSO,2014,47.8737546
LSO,2013,48.6655525
LBR,2023,40.5889165
LBR,2022,39.6123296
LBR,2021,39.9473682
LBR,2020,39.7193435
LBR,2019,40.113916
LBR,2018,41.2373742
LBR,2017,41.2966227
LBR,2016,41.2178445
LBR,2015,42.4035793
LBR,2014,41.8272159
LBR,2013,38.2649236
LBY,2023,26.1306575
LBY,2022,24.8486681
LBY,2021,24.8684407
LBY,2020,23.4844244
LBY,2019,22.6625726
LBY,2018,22.3305226
LBY,2017,23.6671553
LBY,2016,21.6812779
LBY,2015,22.9864024
LBY,2014,24.1701832
LBY,2013,30.0227807
LIE,2023,79.0790197
LIE,2022,79.0753718
LIE,2021,79.498795
LIE,2020,80.9665559
LIE,2019,80.9984931
LIE,2018,80.9797361
LIE,2017,80.9728188
LIE,2016,79.5010755
LIE,2015,79.4851732
LIE,2014,79.4171605
LIE,2013,82.7145151
LTU,2023,73.9915679
LTU,2022,73.5563003
LTU,2021,73.3293086
LTU,2020,68.9997445
LTU,2019,70.2497084
LTU,2018,71.6369926
LTU,2017,71.8329698
LTU,2016,71.8786754
LTU,2015,73.6232894
LTU,2014,70.7978978
LTU,2013,70.8791332
LUX,2023,83.8412822
LUX,2022,84.3104046
LUX,2021,84.1266802
LUX,2020,83.2642169
LUX,2019,82.2048932
LUX,2018,82.2170892
LUX,2017,80.7165679
LUX,2016,81.9918812
LUX,2015,81.2300601
LUX,2014,79.8651414
LUX,2013,82.855264
MAC,2023,77.4280642
MAC,2022,77.4244163
MAC,2021,77.4586529
MAC,2020,77.4714987
MAC,2019,78.9583526
MAC,2018,78.939594
MAC,2017,80.3875887
MAC,2016,80.3707621
MAC,2015,81.8097749
MAC,2014,81.7417638
MAC,2013,77.4008159
MDG,2023,41.4563036
MDG,2022,41.7518806
MDG,2021,41.157451
MDG,2020,41.1240676
MDG,2019,41.4643155
MDG,2018,40.8233981
MDG,2017,42.3403233
MDG,2016,42.2488365
MDG,2015,41.0146834
MDG,2014,40.7715701
MDG,2013,41.0577378
MWI,2023,43.7205008
MWI,2022,44.2995044
MWI,2021,43.9038089
MWI,2020,43.2955825
MWI,2019,44.4046146
MWI,2018,44.2673055
MWI,2017,44.0624962
MWI,2016,43.1684601
MWI,2015,43.0381235
MWI,2014,43.4664169
MWI,2013,42.8198786
MYS,2023,64.1428062
MYS,2022,65.2051438
MYS,2021,66.3694753
MYS,2020,64.9178769
MYS,2019,66.7821061
MYS,2018,66.6588099
MYS,2017,66.9472518
MYS,2016,66.36164
MYS,2015,66.8868094
MYS,2014,68.7857468
MYS,2013,68.1848005
MDV,2023,49.3090154
MDV,2022,49.30544
MDV,2021,50.7650566
MDV,2020,49.3515888
MDV,2019,51.3022107
MDV,2018,51.283826
MDV,2017,51.2770443
MDV,2016,51.2605521
MDV,2015,50.0148811
MDV,2014,50.7148893
MDV,2013,50.5161852
MLI,2023,43.1271705
MLI,2022,43.6526916
MLI,2021,44.300427
MLI,2020,43.35893
MLI,2019,44.5173834
MLI,2018,45.1636568
MLI,2017,45.9465801
MLI,2016,46.0076297
MLI,2015,46.8026875
MLI,2014,44.6400283
MLI,2013,44.914675
MLT,2023,63.200202
MLT,2022,63.7587752
MLT,2021,66.2346186
MLT,2020,72.0560912
MLT,2019,67.9086729
MLT,2018,74.5172246
MLT,2017,74.6820596
MLT,2016,71.6693303
MLT,2015,70.5022862
MLT,2014,68.6348396
MLT,2013,73.9212873
MHL,2023,40.3962797
MHL,2022,40.3920908
MHL,2021,40.772682
MHL,2020,40.7874298
MHL,2019,42.2893233
MHL,2018,42.267789
MHL,2017,42.396181
MHL,2016,42.3768641
MHL,2015,42.0173199
MHL,2014,37.6806744
MHL,2013,37.7139174
MRT,2023,41.2773469
MRT,2022,39.5934434
MRT,2021,39.5660863
MRT,2020,41.0897774
MRT,2019,42.853978
MRT,2018,42.8482419
MRT,2017,43.7032974
MRT,2016,44.0638415
MRT,2015,41.9011855
MRT,2014,41.7288433
MRT,2013,41.6326423
MUS,2023,69.7560661
MUS,2022,69.0073274
MUS,2021,69.6623397
MUS,2020,70.5906282
MUS,2019,70.0043067
MUS,2018,71.2777086
MUS,2017,71.6858871
MUS,2016,71.6273546
MUS,2015,70.832035
MUS,2014,72.7993746
MUS,2013,70.0292161
MEX,2023,52.086238
MEX,2022,52.3971353
MEX,2021,51.8459998
MEX,2020,52.9751437
MEX,2019,54.2041143
MEX,2018,54.8126908
MEX,2017,57.4505902
MEX,2016,57.4026104
MEX,2015,57.7420193
MEX,2014,58.1486191
MEX,2013,59.3770062
FSM,2023,42.8168158
FSM,2022,42.8132404
FSM,2021,42.8467988
FSM,2020,41.433331
FSM,2019,41.4646357
FSM,2018,42.6973078
FSM,2017,44.1165859
FSM,2016,42.674034
FSM,2015,42.5683796
FSM,2014,42.1202505
FSM,2013,42.8566039
MDA,2023,54.002893
MDA,2022,54.1757478
MDA,2021,53.5023002
MDA,2020,52.4677786
MDA,2019,53.0763189
MDA,2018,51.9299653
MDA,2017,52.9342436
MDA,2016,51.2102318
MDA,2015,51.7200335
MDA,2014,52.71254
MDA,2013,51.2556188
MCO,2023,75.9583728
MCO,2022,75.9490094
MCO,2021,76.0368909
MCO,2020,76.0698658
MCO,2019,76.1518456
MCO,2018,76.103697
MCO,2017,76.0859384
MCO,2016,76.0427468
MCO,2015,76.0019256
MCO,2014,
MCO,2013,
MNG,2023,54.215834
MNG,2022,51.7932697
MNG,2021,52.8374907
MNG,2020,52.7452878
MNG,2019,53.8159244
MNG,2018,55.278976
MNG,2017,54.2972082
MNG,2016,54.4257295
MNG,2015,50.0615109
MNG,2014,49.980102
MNG,2013,47.4393861
MNE,2023,57.9733103
MNE,2022,58.9512661
MNE,2021,58.3479115
MNE,2020,58.7502941
MNE,2019,59.50513
MNE,2018,59.477049
MNE,2017,60.2614201
MNE,2016,59.130461
MNE,2015,58.9818375
MNE,2014,58.4871369
MNE,2013,55.8367276
MAR,2023,54.1161129
MAR,2022,53.5824427
MAR,2021,53.6781453
MAR,2020,55.88522
MAR,2019,55.2917619
MAR,2018,53.0365229
MAR,2017,54.9333658
MAR,2016,55.0823048
MAR,2015,55.7858174
MAR,2014,55.6529669
MAR,2013,55.1742285
MOZ,2023,43.002182
MOZ,2022,42.4629934
MOZ,2021,41.9511351
MOZ,2020,42.63799
MOZ,2019,43.4251747
MOZ,2018,43.3276142
MOZ,2017,44.1039167
MOZ,2016,43.9067676
MOZ,2015,44.7627773
MOZ,2014,45.7141157
MOZ,2013,46.0035354
MMR,2023,32.07131
MMR,2022,34.9853355
MMR,2021,36.9317165
MMR,2020,43.3709289
MMR,2019,41.4523781
MMR,2018,41.9833546
MMR,2017,41.5672335
MMR,2016,40.9491673
MMR,2015,37.3547328
MMR,2014,33.8613821
MMR,2013,31.8617284
NAM,2023,56.2293949
NAM,2022,56.1534208
NAM,2021,57.2165928
NAM,2020,56.0742657
NAM,2019,56.7701954
NAM,2018,55.8603153
NAM,2017,56.3726184
NAM,2016,57.1900858
NAM,2015,58.7083673
NAM,2014,57.6707214
NAM,2013,58.3605365
NRU,2023,45.8988179
NRU,2022,49.1830964
NRU,2021,49.2605751
NRU,2020,49.2896465
NRU,2019,49.3619238
NRU,2018,49.319475
NRU,2017,46.0112839
NRU,2016,45.9732038
NRU,2015,45.9372134
NRU,2014,40.1558302
NRU,2013,40.3299876
NPL,2023,45.2850005
NPL,2022,45.4525577
NPL,2021,44.8080633
NPL,2020,44.3913571
NPL,2019,45.8191549
NPL,2018,45.5328342
NPL,2017,44.5023864
NPL,2016,44.6377745
NPL,2015,43.8333911
NPL,2014,43.5580615
NPL,2013,42.0297777
NLD,2023,81.9596634
NLD,2022,82.0427251
NLD,2021,83.6353658
NLD,2020,82.6951793
NLD,2019,84.2436994
NLD,2018,85.4072786
NLD,2017,85.9075606
NLD,2016,85.7251642
NLD,2015,83.0257199
NLD,2014,81.094418
NLD,2013,82.6172748
NCL,2023,
NCL,2022,
NCL,2021,
NCL,2020,
NCL,2019,
NCL,2018,
NCL,2017,
NCL,2016,
NCL,2015,
NCL,2014,
NCL,2013,
NZL,2023,84.4623276
NZL,2022,84.205121
NZL,2021,84.0948346
NZL,2020,85.3488391
NZL,2019,85.9457228
NZL,2018,85.9425905
NZL,2017,87.6607559
NZL,2016,87.3392224
NZL,2015,86.6090293
NZL,2014,86.5998945
NZL,2013,85.2465867
NIC,2023,38.8923501
NIC,2022,39.0651008
NIC,2021,40.8782085
NIC,2020,44.1213299
NIC,2019,44.584658
NIC,2018,46.1258522
NIC,2017,47.0200035
NIC,2016,48.5726273
NIC,2015,50.0120344
NIC,2014,48.5194508
NIC,2013,48.9722719
NER,2023,43.3796331
NER,2022,44.2324538
NER,2021,43.9100702
NER,2020,43.0387654
NER,2019,44.6864988
NER,2018,44.3917814
NER,2017,44.7740033
NER,2016,44.5521278
NER,2015,43.5327989
NER,2014,43.0827551
NER,2013,43.4410975
NGA,2023,41.8131115
NGA,2022,39.1494195
NGA,2021,41.0997371
NGA,2020,40.86723
NGA,2019,41.2266686
NGA,2018,41.7722226
NGA,2017,42.5913838
NGA,2016,42.0092749
NGA,2015,43.1887847
NGA,2014,42.3399905
NGA,2013,43.1766928
MKD,2023,58.0409902
MKD,2022,58.3733697
MKD,2021,58.3934483
MKD,2020,59.6470523
MKD,2019,57.903711
MKD,2018,61.1530795
MKD,2017,60.2667493
MKD,2016,59.1857383
MKD,2015,59.1290211
MKD,2014,59.2820953
MKD,2013,57.1554486
NOR,2023,80.6505724
NOR,2022,79.6713091
NOR,2021,80.8736149
NOR,2020,81.6357342
NOR,2019,82.72406
NOR,2018,83.5176715
NOR,2017,83.8456288
NOR,2016,83.3326302
NOR,2015,82.9577214
NOR,2014,82.7090093
NOR,2013,85.0546533
OMN,2023,62.2782221
OMN,2022,62.2431133
OMN,2021,61.571981
OMN,2020,62.3059751
OMN,2019,62.764843
OMN,2018,63.1898654
OMN,2017,66.0290239
OMN,2016,65.8723617
OMN,2015,65.1066008
OMN,2014,67.105488
OMN,2013,67.7610066
PAK,2023,41.8989333
PAK,2022,42.7921461
PAK,2021,44.5428148
PAK,2020,43.8130901
PAK,2019,45.0803111
PAK,2018,44.4173043
PAK,2017,44.3870689
PAK,2016,44.4594518
PAK,2015,44.043468
PAK,2014,43.0580475
PAK,2013,42.1529336
PLW,2023,61.0873379
PLW,2022,61.0790815
PLW,2021,61.1565618
PLW,2020,61.1856333
PLW,2019,61.257909
PLW,2018,57.9229317
PLW,2017,61.1998039
PLW,2016,61.1617238
PLW,2015,61.125735
PLW,2014,46.6830944
PLW,2013,46.8572535
PAN,2023,55.2263121
PAN,2022,55.484077
PAN,2021,58.1970926
PAN,2020,59.1166389
PAN,2019,59.8941526
PAN,2018,59.8100405
PAN,2017,60.2394521
PAN,2016,61.4623018
PAN,2015,61.5070485
PAN,2014,60.9488065
PAN,2013,61.4955511
PNG,2023,43.6505893
PNG,2022,43.082039
PNG,2021,43.0106418
PNG,2020,45.6029066
PNG,2019,46.8509796
PNG,2018,47.4962436
PNG,2017,46.6177944
PNG,2016,47.6208946
PNG,2015,48.6681658
PNG,2014,50.7814021
PNG,2013,47.5236417
PRY,2023,51.7540935
PRY,2022,51.665723
PRY,2021,51.9292524
PRY,2020,52.1358502
PRY,2019,52.3287693
PRY,2018,52.9432586
PRY,2017,52.3707166
PRY,2016,52.413271
PRY,2015,51.9341873
PRY,2014,50.2136326
PRY,2013,48.0608084
PER,2023,56.9019498
PER,2022,55.992677
PER,2021,56.2007209
PER,2020,58.4128361
PER,2019,60.3036245
PER,2018,59.559748
PER,2017,59.1346609
PER,2016,59.9439998
PER,2015,59.8718518
PER,2014,58.9693623
PER,2013,58.5461772
PHL,2023,55.8622915
PHL,2022,54.9385089
PHL,2021,55.0969912
PHL,2020,55.0858329
PHL,2019,55.7876579
PHL,2018,54.7822362
PHL,2017,57.0205367
PHL,2016,56.8522856
PHL,2015,56.2476709
PHL,2014,55.8035335
PHL,2013,55.3616356
POL,2023,66.3020619
POL,2022,65.6980685
POL,2021,65.4865691
POL,2020,65.6740881
POL,2019,67.9175001
POL,2018,66.8854215
POL,2017,66.2486473
POL,2016,67.6559059
POL,2015,67.6749278
POL,2014,68.5171406
POL,2013,69.0928873
PRT,2023,67.1715892
PRT,2022,67.6155815
PRT,2021,66.7000979
PRT,2020,67.530389
PRT,2019,70.6329587
PRT,2018,69.6061698
PRT,2017,69.4430444
PRT,2016,68.1083627
PRT,2015,68.2696066
PRT,2014,64.2949546
PRT,2013,66.4369612
PRI,2023,64.6482849
PRI,2022,67.1261186
PRI,2021,67.1682662
PRI,2020,67.1812003
PRI,2019,67.2133551
PRI,2018,68.6592632
PRI,2017,70.1170881
PRI,2016,70.9844973
PRI,2015,70.9684862
PRI,2014,69.5505503
PRI,2013,70.7682049
QAT,2023,69.7069997
QAT,2022,68.8041552
QAT,2021,68.1491839
QAT,2020,68.1661792
QAT,2019,67.311917
QAT,2018,65.5413763
QAT,2017,63.708272
QAT,2016,66.935551
QAT,2015,66.9662264
QAT,2014,65.9261217
QAT,2013,69.7748783
ROU,2023,60.301724
ROU,2022,61.0724244
ROU,2021,59.8243483
ROU,2020,59.6370643
ROU,2019,60.4963512
ROU,2018,60.9392095
ROU,2017,61.4735595
ROU,2016,61.9207644
ROU,2015,62.0032978
ROU,2014,60.9773922
ROU,2013,61.0062002
RUS,2023,40.8431771
RUS,2022,40.795601
RUS,2021,48.9957382
RUS,2020,47.8440917
RUS,2019,49.2760437
RUS,2018,49.2220487
RUS,2017,48.6086729
RUS,2016,48.1709261
RUS,2015,46.732052
RUS,2014,47.7630882
RUS,2013,48.4637966
RWA,2023,58.4144685
RWA,2022,57.3046415
RWA,2021,57.4184528
RWA,2020,56.77857
RWA,2019,56.5891947
RWA,2018,56.7957183
RWA,2017,57.6085268
RWA,2016,57.2971611
RWA,2015,57.5611337
RWA,2014,56.7437483
RWA,2013,53.7275209
WSM,2023,52.1857005
WSM,2022,51.7863571
WSM,2021,52.201382
WSM,2020,53.6400336
WSM,2019,54.9223968
WSM,2018,56.155069
WSM,2017,56.1482888
WSM,2016,56.1317951
WSM,2015,55.5958144
WSM,2014,54.2944293
WSM,2013,54.9363971
SMR,2023,68.4891968
SMR,2022,68.4798333
SMR,2021,68.5677148
SMR,2020,68.6006897
SMR,2019,68.6826695
SMR,2018,68.634521
SMR,2017,68.6167623
SMR,2016,68.5735707
SMR,2015,68.5327496
SMR,2014,
SMR,2013,
STP,2023,40.9661815
STP,2022,41.9543257
STP,2021,41.8956308
STP,2020,41.7600912
STP,2019,41.398585
STP,2018,41.7971603
STP,2017,42.7356198
STP,2016,43.3392141
STP,2015,43.0185275
STP,2014,42.3016329
STP,2013,41.4135316
SAU,2023,64.4850665
SAU,2022,63.6030924
SAU,2021,60.9762692
SAU,2020,57.5945518
SAU,2019,57.6909104
SAU,2018,56.1327398
SAU,2017,56.4465642
SAU,2016,57.8279089
SAU,2015,58.6054982
SAU,2014,57.9327825
SAU,2013,59.1553247
SEN,2023,50.6656509
SEN,2022,50.899161
SEN,2021,51.0670241
SEN,2020,51.0489422
SEN,2019,51.6037477
SEN,2018,51.3527707
SEN,2017,51.9114907
SEN,2016,52.2751323
SEN,2015,52.3890682
SEN,2014,50.6713145
SEN,2013,51.2493039
SRB,2023,56.2043515
SRB,2022,56.2704953
SRB,2021,55.7399573
SRB,2020,55.8925158
SRB,2019,55.8765472
SRB,2018,56.2769537
SRB,2017,55.1398973
SRB,2016,54.7222701
SRB,2015,56.0846496
SRB,2014,54.8908413
SRB,2013,50.9473049
SYC,2023,61.6153209
SYC,2022,60.0165231
SYC,2021,59.157897
SYC,2020,59.166882
SYC,2019,59.1892222
SYC,2018,58.8493418
SYC,2017,56.9076654
SYC,2016,58.8420191
SYC,2015,59.3315025
SYC,2014,53.4671095
SYC,2013,56.7425859
SLE,2023,39.1025137
SLE,2022,39.0056536
SLE,2021,40.4559666
SLE,2020,40.5946053
SLE,2019,40.8066709
SLE,2018,40.3917044
SLE,2017,40.3730515
SLE,2016,40.4544273
SLE,2015,40.2811609
SLE,2014,40.8361682
SLE,2013,40.1520655
SGP,2023,88.4485778
SGP,2022,87.1812874
SGP,2021,88.5386295
SGP,2020,88.3329386
SGP,2019,89.2601751
SGP,2018,88.5630657
SGP,2017,88.7548541
SGP,2016,89.5352634
SGP,2015,90.0384427
SGP,2014,88.9478347
SGP,2013,87.7924378
SVK,2023,63.3366469
SVK,2022,66.3156805
SVK,2021,66.552818
SVK,2020,64.477053
SVK,2019,66.3324661
SVK,2018,65.6685855
SVK,2017,66.5592118
SVK,2016,68.0983558
SVK,2015,66.026849
SVK,2014,66.3341836
SVK,2013,68.302602
SVN,2023,67.4059809
SVN,2022,66.4897497
SVN,2021,67.9447815
SVN,2020,67.8206368
SVN,2019,68.8169159
SVN,2018,65.1364703
SVN,2017,64.4348235
SVN,2016,65.0040219
SVN,2015,63.9180477
SVN,2014,63.3789979
SVN,2013,64.6034515
SLB,2023,38.1538659
SLB,2022,38.1507479
SLB,2021,38.1800039
SLB,2020,40.4902631
SLB,2019,43.0236864
SLB,2018,40.4843725
SLB,2017,40.4784598
SLB,2016,40.464081
SLB,2015,40.4504923
SLB,2014,39.3016752
SLB,2013,38.3305642
SOM,2023,28.0555751
SOM,2022,26.6518083
SOM,2021,26.6632126
SOM,2020,25.3921244
SOM,2019,23.7353761
SOM,2018,23.6696629
SOM,2017,21.9264273
SOM,2016,21.9091576
SOM,2015,22.7373922
SOM,2014,22.0434292
SOM,2013,19.8878545
ZAF,2023,53.8835444
ZAF,2022,53.8802608
ZAF,2021,55.1425627
ZAF,2020,56.2807483
ZAF,2019,56.7364366
ZAF,2018,55.9437729
ZAF,2017,58.4851513
ZAF,2016,58.9811893
ZAF,2015,59.510035
ZAF,2014,61.1976038
ZAF,2013,64.7152677
SSD,2023,23.2975773
SSD,2022,24.3495563
SSD,2021,24.3631591
SSD,2020,24.0730391
SSD,2019,25.2004591
SSD,2018,25.1220594
SSD,2017,26.5572334
SSD,2016,27.1286746
SSD,2015,28.4674316
SSD,2014,28.544087
SSD,2013,30.0941906
ESP,2023,65.819898
ESP,2022,68.0777898
ESP,2021,69.3909435
ESP,2020,68.0649345
ESP,2019,69.7613795
ESP,2018,68.7999285
ESP,2017,68.8481133
ESP,2016,70.0438804
ESP,2015,67.5496507
ESP,2014,65.8536441
ESP,2013,68.6496773
LKA,2023,48.8697814
LKA,2022,47.6567352
LKA,2021,52.2929256
LKA,2020,53.092032
LKA,2019,51.9292761
LKA,2018,51.869403
LKA,2017,53.0174742
LKA,2016,54.1602129
LKA,2015,55.3461181
LKA,2014,54.7627017
LKA,2013,53.6578916
KNA,2023,62.6831675
KNA,2022,63.2881529
KNA,2021,62.5899363
KNA,2020,62.3601136
KNA,2019,62.401941
KNA,2018,62.5007726
KNA,2017,62.5606173
KNA,2016,63.6918334
KNA,2015,63.6710041
KNA,2014,57.1544045
KNA,2013,74.9547853
LCA,2023,58.2468924
LCA,2022,58.0212097
LCA,2021,58.0111523
LCA,2020,59.3500292
LCA,2019,60.3250058
LCA,2018,59.5005216
LCA,2017,59.4324648
LCA,2016,59.9376502
LCA,2015,59.9269903
LCA,2014,61.5571401
LCA,2013,63.855943
VCT,2023,56.3732224
VCT,2022,56.2294076
VCT,2021,57.0909466
VCT,2020,57.5739764
VCT,2019,58.548953
VCT,2018,58.6370237
VCT,2017,57.9161657
VCT,2016,58.886116
VCT,2015,58.2942083
VCT,2014,61.7403567
VCT,2013,63.5912417
SDN,2023,29.5639854
SDN,2022,30.4201038
SDN,2021,31.387641
SDN,2020,31.1921338
SDN,2019,30.7397038
SDN,2018,31.1206277
SDN,2017,32.3639503
SDN,2016,32.5946168
SDN,2015,31.8408659
SDN,2014,32.2862556
SDN,2013,31.5652004
SUR,2023,43.3391857
SUR,2022,43.533242
SUR,2021,44.9491339
SUR,2020,43.8917138
SUR,2019,45.3650405
SUR,2018,43.430537
SUR,2017,44.337012
SUR,2016,44.7438468
SUR,2015,45.1233261
SUR,2014,44.6337954
SUR,2013,49.3147184
SWE,2023,81.237255
SWE,2022,80.476847
SWE,2021,81.3707932
SWE,2020,81.9153993
SWE,2019,82.901326
SWE,2018,82.6107707
SWE,2017,82.3920542
SWE,2016,83.3458545
SWE,2015,83.0277119
SWE,2014,82.0803778
SWE,2013,85.9518547
CHE,2023,83.3372875
CHE,2022,82.6520571
CHE,2021,82.6188425
CHE,2020,80.7781016
CHE,2019,82.7328005
CHE,2018,83.3279776
CHE,2017,84.9467689
CHE,2016,85.1322833
CHE,2015,83.1926194
CHE,2014,85.0513129
CHE,2013,83.2053643
SYR,2023,25.0233571
SYR,2022,25.0212658
SYR,2021,27.1837909
SYR,2020,28.8698836
SYR,2019,29.6814099
SYR,2018,30.4497683
SYR,2017,29.0097903
SYR,2016,29.0585255
SYR,2015,30.4195487
SYR,2014,29.04585
SYR,2013,30.7936736
TJK,2023,41.5803096
TJK,2022,41.5786457
TJK,2021,41.5942531
TJK,2020,42.116377
TJK,2019,42.2317402
TJK,2018,42.7259298
TJK,2017,42.3924274
TJK,2016,39.8043593
TJK,2015,40.3201967
TJK,2014,40.0204435
TJK,2013,39.6899313
TZA,2023,45.5476846
TZA,2022,45.2244399
TZA,2021,44.2117333
TZA,2020,43.4386482
TZA,2019,43.9393435
TZA,2018,44.6664643
TZA,2017,46.1058383
TZA,2016,48.3436152
TZA,2015,48.0023958
TZA,2014,48.1954553
TZA,2013,47.995969
THA,2023,56.7392613
THA,2022,56.6541981
THA,2021,56.490505
THA,2020,56.2170223
THA,2019,56.2924522
THA,2018,57.1515751
THA,2017,58.1795579
THA,2016,57.5485891
THA,2015,58.1254903
THA,2014,57.3820397
THA,2013,56.9411828
TLS,2023,42.141605
TLS,2022,41.9587669
TLS,2021,41.2115233
TLS,2020,41.2182798
TLS,2019,42.5777668
TLS,2018,40.0786842
TLS,2017,40.0268389
TLS,2016,39.9167039
TLS,2015,39.6883447
TLS,2014,40.4701782
TLS,2013,38.850272
TGO,2023,48.4869254
TGO,2022,48.225645
TGO,2021,47.2652648
TGO,2020,47.134974
TGO,2019,45.0661579
TGO,2018,44.0957976
TGO,2017,42.6030799
TGO,2016,42.4801023
TGO,2015,42.2395219
TGO,2014,41.7751939
TGO,2013,38.794878
TON,2023,51.1968655
TON,2022,50.4243387
TON,2021,50.199544
TON,2020,49.119823
TON,2019,51.0744619
TON,2018,50.9058655
TON,2017,50.6166854
TON,2016,50.602305
TON,2015,50.5887164
TON,2014,50.3291393
TON,2013,48.4628188
TTO,2023,52.2587568
TTO,2022,53.6275127
TTO,2021,53.9983792
TTO,2020,52.8339153
TTO,2019,53.1878954
TTO,2018,53.8432531
TTO,2017,55.0494198
TTO,2016,55.0893121
TTO,2015,55.5877189
TTO,2014,56.9807028
TTO,2013,61.2572513
TUN,2023,48.0108446
TUN,2022,49.6003388
TUN,2021,51.716865
TUN,2020,53.1344129
TUN,2019,52.5974008
TUN,2018,53.0175341
TUN,2017,52.9646462
TUN,2016,48.1504689
TUN,2015,48.9272508
TUN,2014,49.288899
TUN,2013,51.2056376
TUR,2023,51.536951
TUR,2022,51.2488229
TUR,2021,52.9207969
TUR,2020,52.2583184
TUR,2019,54.6143904
TUR,2018,55.6793272
TUR,2017,57.1293832
TUR,2016,57.2964845
TUR,2015,58.28807
TUR,2014,60.6809005
TUR,2013,62.415875
TKM,2023,27.8527468
TKM,2022,27.8501776
TKM,2021,27.8742937
TKM,2020,27.8833418
TKM,2019,27.9058381
TKM,2018,27.1248957
TKM,2017,26.6576879
TKM,2016,26.6476778
TKM,2015,27.5038151
TKM,2014,27.463352
TKM,2013,26.4798367
TUV,2023,44.3506069
TUV,2022,45.8116493
TUV,2021,45.5096644
TUV,2020,44.0591811
TUV,2019,45.5610745
TUV,2018,45.5395418
TUV,2017,43.8614106
TUV,2016,45.5122825
TUV,2015,45.1527398
TUV,2014,43.6094353
TUV,2013,37.7910854
UGA,2023,46.9737995
UGA,2022,47.3505614
UGA,2021,47.3094895
UGA,2020,47.0537212
UGA,2019,47.3621676
UGA,2018,48.5369397
UGA,2017,48.9575241
UGA,2016,48.6487906
UGA,2015,48.8132455
UGA,2014,48.4304905
UGA,2013,47.9448538
UKR,2023,48.8967489
UKR,2022,48.3605632
UKR,2021,49.2080862
UKR,2020,49.3485891
UKR,2019,50.2883481
UKR,2018,49.3337166
UKR,2017,49.051864
UKR,2016,46.6191492
UKR,2015,45.1324735
UKR,2014,45.0381399
UKR,2013,44.354217
ARE,2023,72.2957632
ARE,2022,71.5429018
ARE,2021,71.6015479
ARE,2020,71.6801826
ARE,2019,72.9323813
ARE,2018,71.8838453
ARE,2017,72.3908602
ARE,2016,71.8671512
ARE,2015,73.453947
ARE,2014,71.8020294
ARE,2013,70.4823132
GBR,2023,79.9233664
GBR,2022,80.87291
GBR,2021,80.1090196
GBR,2020,80.1185755
GBR,2019,81.8869902
GBR,2018,81.2780651
GBR,2017,81.191969
GBR,2016,81.3749994
GBR,2015,83.4678559
GBR,2014,82.2011964
GBR,2013,82.1110185
USA,2023,77.4267473
USA,2022,77.8706056
USA,2021,77.9559668
USA,2020,75.016521
USA,2019,76.431118
USA,2018,78.2710025
USA,2017,78.6622599
USA,2016,77.0634574
USA,2015,75.2385873
USA,2014,75.1394056
USA,2013,76.7987356
URY,2023,66.496186
URY,2022,66.2993098
URY,2021,66.4260852
URY,2020,65.8941262
URY,2019,64.784121
URY,2018,64.324045
URY,2017,65.8584055
URY,2016,66.4653403
URY,2015,65.1744243
URY,2014,66.2395803
URY,2013,66.7973918
