iso3,year,political_stability_score
KOR,2015,77.2995045
KOR,2014,76.0907575
KOR,2013,74.5398678
XKX,2023,63.4871705
XKX,2022,65.0225108
XKX,2021,65.9129798
XKX,2020,64.452655
XKX,2019,64.0829562
XKX,2018,58.8296176
XKX,2017,62.9594822
XKX,2016,61.0215542
XKX,2015,62.187674
XKX,2014,60.7360591
XKX,2013,52.4341708
KWT,2023,70.859994
KWT,2022,67.6737221
KWT,2021,68.5286289
KWT,2020,68.5489184
KWT,2019,70.0978967
KWT,2018,69.9272242
KWT,2017,65.9260745
KWT,2016,65.5303963
KWT,2015,63.3898139
KWT,2014,67.3560214
KWT,2013,67.7647499
KGZ,2023,57.1884601
KGZ,2022,58.67781
KGZ,2021,59.2727382
KGZ,2020,57.2370436
KGZ,2019,62.3615904
KGZ,2018,60.363986
KGZ,2017,60.811992
KGZ,2016,56.4457146
KGZ,2015,53.4358512
KGZ,2014,53.8240681
KGZ,2013,51.9499159
LAO,2023,78.4973142
LAO,2022,77.9079699
LAO,2021,75.8544353
LAO,2020,75.2150591
LAO,2019,72.0130362
LAO,2018,70.4235369
LAO,2017,70.6372551
LAO,2016,71.7909771
LAO,2015,72.806263
LAO,2014,72.3383467
LAO,2013,65.0309816
LVA,2023,80.2337614
LVA,2022,79.2157458
LVA,2021,79.6789749
LVA,2020,78.3005205
LVA,2019,77.4765827
LVA,2018,77.2238587
LVA,2017,77.2226151
LVA,2016,76.8851186
LVA,2015,78.1374356
LVA,2014,78.1965106
LVA,2013,76.5318523
LBN,2023,44.0912695
LBN,2022,42.9610568
LBN,2021,43.2923323
LBN,2020,42.8470593
LBN,2019,43.00695
LBN,2018,45.1470729
LBN,2017,43.0161211
LBN,2016,43.1183886
LBN,2015,42.0605422
LBN,2014,40.361092
LBN,2013,38.3838302
LSO,2023,63.5759709
LSO,2022,63.7051983
LSO,2021,63.6157044
LSO,2020,63.4142594
LSO,2019,60.9752323
LSO,2018,63.5065256
LSO,2017,62.441153
LSO,2016,61.2035655
LSO,2015,62.3253859
LSO,2014,62.9530783
LSO,2013,71.4448492
LBR,2023,62.9213749
LBR,2022,61.0979243
LBR,2021,62.3012684
LBR,2020,62.1346886
LBR,2019,61.5011116
LBR,2018,65.5773981
LBR,2017,61.2793685
LBR,2016,58.1540898
LBR,2015,55.8986285
LBR,2014,57.1757224
LBR,2013,59.6657585
LBY,2023,31.0158937
LBY,2022,31.6633359
LBY,2021,28.1965038
LBY,2020,27.9189568
LBY,2019,27.3077464
LBY,2018,26.8814768
LBY,2017,26.7038179
LBY,2016,27.3300687
LBY,2015,28.1427275
LBY,2014,27.1999666
LBY,2013,33.3839125
LIE,2023,93.0123238
LIE,2022,93.0053033
LIE,2021,92.9621278
LIE,2020,93.9549258
LIE,2019,93.9613195
LIE,2018,91.611607
LIE,2017,91.5613854
LIE,2016,91.5542453
LIE,2015,91.6125174
LIE,2014,93.9684545
LIE,2013,93.8870709
LTU,2023,82.1525341
LTU,2022,82.3600141
LTU,2021,83.1660384
LTU,2020,85.5490156
LTU,2019,82.6773936
LTU,2018,81.3878711
LTU,2017,81.1356801
LTU,2016,82.2000022
LTU,2015,82.0275822
LTU,2014,81.8925419
LTU,2013,82.7023413
LUX,2023,83.2434027
LUX,2022,83.3929794
LUX,2021,85.4536695
LUX,2020,86.5719558
LUX,2019,88.1954355
LUX,2018,88.1947317
LUX,2017,87.6143673
LUX,2016,88.8816085
LUX,2015,90.0224852
LUX,2014,90.3386571
LUX,2013,88.3824739
MAC,2023,82.5226463
MAC,2022,82.5116765
MAC,2021,82.4442007
MAC,2020,83.9957362
MAC,2019,85.5180621
MAC,2018,85.4998719
MAC,2017,88.3316852
MAC,2016,88.3230692
MAC,2015,85.3687227
MAC,2014,85.3969638
MAC,2013,78.7618399
MDG,2023,51.5297888
MDG,2022,56.9261073
MDG,2021,58.0152523
MDG,2020,56.0780417
MDG,2019,56.8504887
MDG,2018,52.8686191
MDG,2017,56.7554604
MDG,2016,57.9323826
MDG,2015,56.9033614
MDG,2014,56.2869548
MDG,2013,55.6094899
MWI,2023,61.7531318
MWI,2022,63.0430642
MWI,2021,64.1376617
MWI,2020,64.5856591
MWI,2019,61.0696748
MWI,2018,59.2380506
MWI,2017,60.547837
MWI,2016,61.4907533
MWI,2015,65.0017806
MWI,2014,65.4039002
MWI,2013,62.4233608
MYS,2023,69.7921566
MYS,2022,70.1357564
MYS,2021,69.2442318
MYS,2020,68.2870199
MYS,2019,68.6426383
MYS,2018,68.9172284
MYS,2017,65.6920105
MYS,2016,65.6238617
MYS,2015,66.6594252
MYS,2014,67.3972342
MYS,2013,65.1626653
MDV,2023,67.3165595
MDV,2022,70.5431935
MDV,2021,73.4620188
MDV,2020,69.3736163
MDV,2019,64.5089747
MDV,2018,63.5712956
MDV,2017,65.1568388
MDV,2016,67.2458553
MDV,2015,67.2967961
MDV,2014,74.1023277
MDV,2013,65.2306945
MLI,2023,22.2023396
MLI,2022,23.7355619
MLI,2021,26.0609877
MLI,2020,30.714892
MLI,2019,30.7915798
MLI,2018,33.8102693
MLI,2017,36.5372477
MLI,2016,39.6932356
MLI,2015,39.3565334
MLI,2014,38.7345769
MLI,2013,37.7728658
MLT,2023,81.9217873
MLT,2022,81.8090675
MLT,2021,81.8116195
MLT,2020,82.8302159
MLT,2019,81.5983506
MLT,2018,84.8913894
MLT,2017,84.3908285
MLT,2016,81.8977808
MLT,2015,82.1340467
MLT,2014,83.8064293
MLT,2013,82.4967318
MHL,2023,87.7995421
MHL,2022,87.7925694
MHL,2021,83.0547911
MHL,2020,83.6500012
MHL,2019,85.5530879
MHL,2018,85.408926
MHL,2017,85.3421489
MHL,2016,80.9676706
MHL,2015,85.4101354
MHL,2014,92.7983956
MHL,2013,92.610966
MRT,2023,57.2806632
MRT,2022,60.7821009
MRT,2021,56.9739921
MRT,2020,55.1954098
MRT,2019,54.8692793
MRT,2018,53.1083901
MRT,2017,52.8476838
MRT,2016,50.4090035
MRT,2015,52.6303564
MRT,2014,52.8916382
MRT,2013,46.4306834
MUS,2023,80.1546189
MUS,2022,80.5971365
MUS,2021,81.7194933
MUS,2020,81.7603303
MUS,2019,81.7653421
MUS,2018,81.2539224
MUS,2017,83.2235368
MUS,2016,83.5116163
MUS,2015,83.3998001
MUS,2014,79.7239935
MUS,2013,83.884318
MEX,2023,55.6715218
MEX,2022,55.8325808
MEX,2021,53.3188388
MEX,2020,52.6169798
MEX,2019,50.5648971
MEX,2018,50.0543383
MEX,2017,48.0339505
MEX,2016,51.64984
MEX,2015,50.6531064
MEX,2014,49.5018886
MEX,2013,52.1530435
FSM,2023,91.5959175
FSM,2022,91.5889431
FSM,2021,86.8511665
FSM,2020,85.0374541
FSM,2019,83.1362703
FSM,2018,86.4923385
FSM,2017,84.1553979
FSM,2016,84.1485789
FSM,2015,84.204229
FSM,2014,84.2265786
FSM,2013,84.3248286
MDA,2023,61.3187706
MDA,2022,61.6827044
MDA,2021,65.1228447
MDA,2020,63.3477077
MDA,2019,63.3755268
MDA,2018,61.8237471
MDA,2017,62.7882699
MDA,2016,62.7463209
MDA,2015,62.9658024
MDA,2014,64.547656
MDA,2013,68.4584132
MCO,2023,89.4522962
MCO,2022,89.4436154
MCO,2021,86.4678024
MCO,2020,86.498826
MCO,2019,92.3515614
MCO,2018,92.3371667
MCO,2017,92.289205
MCO,2016,86.4375595
MCO,2015,86.4932079
MCO,2014,81.9144132
MCO,2013,81.7269836
MNG,2023,76.8823052
MNG,2022,76.6814461
MNG,2021,78.4294302
MNG,2020,78.7026692
MNG,2019,78.5056124
MNG,2018,78.6896342
MNG,2017,78.1254853
MNG,2016,78.1210356
MNG,2015,78.8907188
MNG,2014,81.0504019
MNG,2013,76.8858223
MNE,2023,70.371122
MNE,2022,66.2984039
MNE,2021,65.3266026
MNE,2020,66.3995884
MNE,2019,69.2355697
MNE,2018,68.1439034
MNE,2017,66.7594431
MNE,2016,70.7258625
MNE,2015,69.7759581
MNE,2014,71.0928265
MNE,2013,75.9572597
MAR,2023,56.7561265
MAR,2022,57.4901092
MAR,2021,57.8892089
MAR,2020,58.9003457
MAR,2019,59.225745
MAR,2018,58.6099311
MAR,2017,57.2421749
MAR,2016,57.8475007
MAR,2015,58.1279806
MAR,2014,58.9001646
MAR,2013,54.0147278
MOZ,2023,41.6657864
MOZ,2022,43.3319001
MOZ,2021,44.2430053
MOZ,2020,42.9068074
MOZ,2019,51.7248231
MOZ,2018,52.2626134
MOZ,2017,47.6973268
MOZ,2016,44.0153178
MOZ,2015,54.2055959
MOZ,2014,55.3098599
MOZ,2013,57.4292219
MMR,2023,28.1665563
MMR,2022,27.6098157
MMR,2021,30.1263779
MMR,2020,39.727474
MMR,2019,42.6196691
MMR,2018,43.7246454
MMR,2017,44.6899778
MMR,2016,48.4777851
MMR,2015,46.6955798
MMR,2014,46.2378749
MMR,2013,44.1592969
NAM,2023,72.9842533
NAM,2022,72.2767539
NAM,2021,74.6676553
NAM,2020,74.6509477
NAM,2019,75.9027575
NAM,2018,77.7533951
NAM,2017,76.6460513
NAM,2016,77.2661493
NAM,2015,78.1505406
NAM,2014,76.7737568
NAM,2013,80.9061734
NRU,2023,83.5856206
NRU,2022,81.7400135
NRU,2021,78.8288236
NRU,2020,78.8610327
NRU,2019,78.8692421
NRU,2018,79.6955321
NRU,2017,79.9727425
NRU,2016,83.1501628
NRU,2015,83.2276432
NRU,2014,89.8793568
NRU,2013,92.610966
NPL,2023,60.5485527
NPL,2022,59.4794051
NPL,2021,61.5895345
NPL,2020,61.618773
NPL,2019,58.9654864
NPL,2018,57.4255647
NPL,2017,56.4951726
NPL,2016,50.1608711
NPL,2015,48.5495262
NPL,2014,51.4843979
NPL,2013,44.9452709
NLD,2023,76.2875137
NLD,2022,76.5743154
NLD,2021,78.4148135
NLD,2020,78.0101862
NLD,2019,77.8266632
NLD,2018,79.44179
NLD,2017,79.2526096
NLD,2016,80.9398498
NLD,2015,81.4706964
NLD,2014,84.1579465
NLD,2013,83.948509
NCL,2023,84.9697768
NCL,2022,84.9439802
NCL,2021,84.8954685
NCL,2020,83.7339572
NCL,2019,83.995374
NCL,2018,82.896132
NCL,2017,
NCL,2016,
NCL,2015,
NCL,2014,
NCL,2013,
NZL,2023,87.8435887
NZL,2022,86.9518882
NZL,2021,89.0738141
NZL,2020,90.8429264
NZL,2019,89.6102464
NZL,2018,90.5754935
NZL,2017,91.3884222
NZL,2016,90.906224
NZL,2015,90.9379445
NZL,2014,91.4454389
NZL,2013,89.4472264
NIC,2023,64.7800648
NIC,2022,63.0168218
NIC,2021,58.9330313
NIC,2020,56.9560598
NIC,2019,49.7556204
NIC,2018,46.9001644
NIC,2017,62.7940555
NIC,2016,63.0333858
NIC,2015,62.884096
NIC,2014,63.4318004
NIC,2013,59.7097061
NER,2023,37.6520288
NER,2022,43.7040962
NER,2021,40.6254264
NER,2020,40.2296474
NER,2019,45.5647454
NER,2018,45.5557519
NER,2017,48.1076627
NER,2016,49.7638964
NER,2015,52.2378434
NER,2014,49.1431186
NER,2013,49.9398881
NGA,2023,32.4832851
NGA,2022,32.5405717
NGA,2021,31.4992996
NGA,2020,31.5768107
NGA,2019,32.1888547
NGA,2018,33.6874013
NGA,2017,33.2722023
NGA,2016,36.6837207
NGA,2015,37.4061904
NGA,2014,28.5617067
NGA,2013,31.9138683
MKD,2023,69.6063993
MKD,2022,71.3921251
MKD,2021,67.4456605
MKD,2020,67.4168456
MKD,2019,66.5630218
MKD,2018,63.8711922
MKD,2017,61.6328449
MKD,2016,60.0448829
MKD,2015,62.1290756
MKD,2014,69.7574416
MKD,2013,58.9862302
NOR,2023,81.886027
NOR,2022,81.6055898
NOR,2021,84.2087352
NOR,2020,86.4773169
NOR,2019,84.2852607
NOR,2018,84.8814137
NOR,2017,84.6106037
NOR,2016,85.460181
NOR,2015,85.8984385
NOR,2014,86.39072
NOR,2013,88.3114777
OMN,2023,75.3261287
OMN,2022,73.4096398
OMN,2021,72.560235
OMN,2020,73.9028283
OMN,2019,74.7215562
OMN,2018,75.1056839
OMN,2017,75.2355741
OMN,2016,74.5476434
OMN,2015,76.4087913
OMN,2014,75.6275028
OMN,2013,71.5988552
PAK,2023,32.7495326
PAK,2022,35.9060416
PAK,2021,37.7158986
PAK,2020,38.7661403
PAK,2019,32.9381408
PAK,2018,31.9741236
PAK,2017,28.0004036
PAK,2016,26.0080143
PAK,2015,24.3870695
PAK,2014,23.8367345
PAK,2013,20.3234763
PLW,2023,87.1633174
PLW,2022,87.1546348
PLW,2021,85.3747645
PLW,2020,85.417957
PLW,2019,85.4289661
PLW,2018,85.408926
PLW,2017,85.3421489
PLW,2016,82.1457425
PLW,2015,82.2232229
PLW,2014,92.7983956
PLW,2013,92.610966
PAN,2023,72.2040085
PAN,2022,73.2133637
PAN,2021,71.9384306
PAN,2020,71.6480793
PAN,2019,72.7148713
PAN,2018,72.1174424
PAN,2017,73.7176296
PAN,2016,73.7741202
PAN,2015,74.1501152
PAN,2014,70.7028074
PAN,2013,64.1932128
PNG,2023,56.8273261
PNG,2022,54.1819072
PNG,2021,53.1237601
PNG,2020,52.7635143
PNG,2019,52.2428295
PNG,2018,52.2818183
PNG,2017,51.0506414
PNG,2016,52.952915
PNG,2015,54.0433105
PNG,2014,54.4642694
PNG,2013,52.3860912
PRY,2023,65.9351124
PRY,2022,64.7685894
PRY,2021,64.9542527
PRY,2020,66.035858
PRY,2019,66.5012496
PRY,2018,65.3173273
PRY,2017,65.4109498
PRY,2016,67.5082338
PRY,2015,67.306249
PRY,2014,66.0780649
PRY,2013,55.3324708
PER,2023,53.5281653
PER,2022,54.6782523
PER,2021,60.1862673
PER,2020,60.8314701
PER,2019,64.3760867
PER,2018,63.0086226
PER,2017,62.0633678
PER,2016,62.8284237
PER,2015,60.4051868
PER,2014,58.9922925
PER,2013,53.8305335
PHL,2023,53.7824112
PHL,2022,50.5373103
PHL,2021,47.2142694
PHL,2020,49.8113371
PHL,2019,48.650639
PHL,2018,47.672128
PHL,2017,44.0426791
PHL,2016,41.3367179
PHL,2015,50.0628483
PHL,2014,52.1306888
PHL,2013,47.1997637
POL,2023,74.5306813
POL,2022,75.0754802
POL,2021,75.5488506
POL,2020,75.3665626
POL,2019,77.4004756
POL,2018,76.6592008
POL,2017,76.1783691
POL,2016,75.6518937
POL,2015,84.0646826
POL,2014,83.9041429
POL,2013,82.0555123
PRT,2023,79.3722816
PRT,2022,81.0447633
PRT,2021,82.2660755
PRT,2020,82.6863939
PRT,2019,82.875641
PRT,2018,84.5430665
PRT,2017,83.9123728
PRT,2016,82.2723718
PRT,2015,82.9834088
PRT,2014,81.9574417
PRT,2013,78.9344819
PRI,2023,70.8520869
PRI,2022,71.1396096
PRI,2021,73.1538702
PRI,2020,72.2528721
PRI,2019,67.7417359
PRI,2018,71.0785992
PRI,2017,72.8105932
PRI,2016,74.4070908
PRI,2015,76.8731136
PRI,2014,76.7531069
PRI,2013,67.5810954
QAT,2023,83.2273545
QAT,2022,81.5465746
QAT,2021,81.7111268
QAT,2020,81.1056934
QAT,2019,80.9649085
QAT,2018,80.7676587
QAT,2017,80.1699718
QAT,2016,80.0590627
QAT,2015,82.4182162
QAT,2014,84.781459
QAT,2013,84.890976
ROU,2023,74.4071574
ROU,2022,75.2876354
ROU,2021,77.2911551
ROU,2020,76.4522333
ROU,2019,76.9166376
ROU,2018,68.3464656
ROU,2017,68.2557605
ROU,2016,71.4403773
ROU,2015,71.8192335
ROU,2014,69.4153177
ROU,2013,68.3517694
RUS,2023,51.9145331
RUS,2022,53.2379591
RUS,2021,57.2478665
RUS,2020,57.2357693
RUS,2019,59.0848287
RUS,2018,59.6065913
RUS,2017,56.6939051
RUS,2016,52.7678581
RUS,2015,52.3898713
RUS,2014,53.9430825
RUS,2013,51.7515524
RWA,2023,66.543875
RWA,2022,66.3975643
RWA,2021,67.8627573
RWA,2020,68.6289064
RWA,2019,67.9716355
RWA,2018,68.6247949
RWA,2017,67.5078017
RWA,2016,65.1124437
RWA,2015,67.5797255
RWA,2014,63.7299769
RWA,2013,60.6160677
WSM,2023,87.1357631
WSM,2022,86.9789249
WSM,2021,85.3614579
WSM,2020,85.970446
WSM,2019,85.4843891
WSM,2018,82.8957716
WSM,2017,84.1553979
WSM,2016,84.1485789
WSM,2015,84.204229
WSM,2014,84.2265786
WSM,2013,82.2722488
SMR,2023,89.4522962
SMR,2022,89.4436154
SMR,2021,86.4678024
SMR,2020,86.498826
SMR,2019,86.5067331
SMR,2018,88.5958436
SMR,2017,88.5290665
SMR,2016,88.5195742
SMR,2015,88.5970547
SMR,2014,92.7983956
SMR,2013,92.610966
STP,2023,76.4730831
STP,2022,74.3168761
STP,2021,76.2333377
STP,2020,74.0059687
STP,2019,74.8322433
STP,2018,73.8646902
STP,2017,69.5584085
STP,2016,70.4071061
STP,2015,72.3720197
STP,2014,74.0798364
STP,2013,72.6107761
SAU,2023,61.7058738
SAU,2022,59.7146785
SAU,2021,57.9136458
SAU,2020,56.4512285
SAU,2019,56.4504428
SAU,2018,55.6728063
SAU,2017,54.4923157
SAU,2016,57.2526665
SAU,2015,57.894166
SAU,2014,60.6225587
SAU,2013,54.6158054
SEN,2023,63.2735206
SEN,2022,62.4291822
SEN,2021,64.1169076
SEN,2020,65.4314614
SEN,2019,66.9717571
SEN,2018,63.4671559
SEN,2017,63.4650532
SEN,2016,62.1005425
SEN,2015,64.6200649
SEN,2014,64.3725662
SEN,2013,64.2330949
SRB,2023,67.3968379
SRB,2022,64.9961283
SRB,2021,65.1480742
SRB,2020,64.7301661
SRB,2019,66.9547627
SRB,2018,67.8822269
SRB,2017,67.8903732
SRB,2016,68.6769894
SRB,2015,70.6565282
SRB,2014,68.8537191
SRB,2013,65.4942431
SYC,2023,81.6228849
SYC,2022,80.2632459
SYC,2021,78.2992291
SYC,2020,78.3197031
SYC,2019,77.7180174
SYC,2018,79.2192253
SYC,2017,79.7906681
SYC,2016,78.9208115
SYC,2015,78.9575386
SYC,2014,73.7163758
SYC,2013,78.4175192
SLE,2023,56.3988529
SLE,2022,61.360477
SLE,2021,61.8507941
SLE,2020,59.627149
SLE,2019,63.1423801
SLE,2018,62.3661631
SLE,2017,63.3817309
SLE,2016,61.276082
SLE,2015,65.4793702
SLE,2014,63.5936418
SLE,2013,64.1529241
SGP,2023,86.461279
SGP,2022,85.7908535
SGP,2021,87.7872673
SGP,2020,87.8537403
SGP,2019,87.3842662
SGP,2018,88.0907851
SGP,2017,89.569172
SGP,2016,87.7393927
SGP,2015,84.8949902
SGP,2014,84.1124633
SGP,2013,86.9501646
SVK,2023,75.8978448
SVK,2022,74.9386617
SVK,2021,75.9000466
SVK,2020,76.4289186
SVK,2019,77.4158832
SVK,2018,78.0728296
SVK,2017,80.4863777
SVK,2016,78.4570512
SVK,2015,82.023404
SVK,2014,85.4044216
SVK,2013,83.6238356
SVN,2023,80.5665468
SVN,2022,79.1318068
SVN,2021,78.460254
SVN,2020,78.6691619
SVN,2019,82.0895081
SVN,2018,82.7029921
SVN,2017,82.0452155
SVN,2016,83.3247572
SVN,2015,83.4784985
SVN,2014,83.9074704
SVN,2013,81.0802725
SLB,2023,78.3963449
SLB,2022,78.3898521
SLB,2021,73.5059629
SLB,2020,75.0640116
SLB,2019,73.0612794
SLB,2018,72.4136288
SLB,2017,67.8696703
SLB,2016,72.05395
SLB,2015,76.1777781
SLB,2014,75.3802689
SLB,2013,71.8784332
SOM,2023,28.7966163
SOM,2022,30.1450293
SOM,2021,21.3633187
SOM,2020,25.739746
SOM,2019,30.5271191
SOM,2018,30.681055
SOM,2017,31.342142
SOM,2016,27.1161421
SOM,2015,26.9217159
SOM,2014,24.2667996
SOM,2013,17.1885039
ZAF,2023,54.9671159
ZAF,2022,54.2056557
ZAF,2021,52.6765125
ZAF,2020,61.6419067
ZAF,2019,60.1164309
ZAF,2018,60.7804491
ZAF,2017,59.3550083
ZAF,2016,60.1223224
ZAF,2015,60.5909646
ZAF,2014,61.9534819
ZAF,2013,61.4826737
SSD,2023,39.765168
SSD,2022,37.8369371
SSD,2021,27.9819965
SSD,2020,29.9289761
SSD,2019,25.0497946
SSD,2018,26.0816462
SSD,2017,24.1204513
SSD,2016,26.0356745
SSD,2015,26.9607576
SSD,2014,23.137629
SSD,2013,30.5847985
ESP,2023,68.4301142
ESP,2022,68.575798
ESP,2021,72.440575
ESP,2020,70.9452995
ESP,2019,70.4560005
ESP,2018,71.6108499
ESP,2017,70.6878491
ESP,2016,73.1708988
ESP,2015,73.3306681
ESP,2014,74.1383392
ESP,2013,67.5684619
LKA,2023,54.449499
LKA,2022,52.8761657
LKA,2021,57.1667545
LKA,2020,63.9229409
LKA,2019,62.9256436
LKA,2018,61.4578661
LKA,2017,62.8347148
LKA,2016,63.4408998
LKA,2015,64.381054
LKA,2014,56.4380535
LKA,2013,51.2288469
KNA,2023,81.5784454
KNA,2022,81.5702736
KNA,2021,81.5200195
KNA,2020,81.5492154
KNA,2019,77.2481607
KNA,2018,77.2346133
KNA,2017,77.1894751
KNA,2016,77.1830576
KNA,2015,77.2354315
KNA,2014,77.3596506
KNA,2013,81.7497295
LCA,2023,83.7326915
LCA,2022,83.7245213
LCA,2021,80.7236822
LCA,2020,80.752878
LCA,2019,80.7603205
LCA,2018,80.7467731
LCA,2017,80.7016349
LCA,2016,81.4915548
LCA,2015,78.5933452
LCA,2014,78.8024889
LCA,2013,79.9209118
VCT,2023,83.7326915
VCT,2022,83.7245213
VCT,2021,83.6742656
VCT,2020,83.7034631
VCT,2019,81.5566579
VCT,2018,79.3888593
VCT,2017,79.3437212
VCT,2016,81.4915548
VCT,2015,81.5439286
VCT,2014,78.8024889
VCT,2013,79.9209118
SDN,2023,30.6992008
SDN,2022,33.0000155
SDN,2021,35.4439074
SDN,2020,42.1827508
SDN,2019,37.6186719
SDN,2018,36.5746786
SDN,2017,32.6307711
SDN,2016,28.9596277
SDN,2015,31.1066875
SDN,2014,27.9107115
SDN,2013,27.3375077
SUR,2023,71.0267617
SUR,2022,70.1077306
SUR,2021,72.0572622
SUR,2020,73.8012765
SUR,2019,68.1517746
SUR,2018,68.4514764
SUR,2017,68.7426699
SUR,2016,68.8994926
SUR,2015,70.9866148
SUR,2014,69.7308319
SUR,2013,66.8674757
SWE,2023,79.1975949
SWE,2022,81.9836432
SWE,2021,82.0733011
SWE,2020,82.2208844
SWE,2019,81.9975459
SWE,2018,81.7624997
SWE,2017,80.7023028
SWE,2016,81.5881358
SWE,2015,81.7607898
SWE,2014,83.2881309
SWE,2013,83.8290009
CHE,2023,82.8183595
CHE,2022,83.4106384
CHE,2021,83.4121672
CHE,2020,84.9002035
CHE,2019,86.3945634
CHE,2018,87.3363762
CHE,2017,85.7800494
CHE,2016,86.5031631
CHE,2015,87.6767288
CHE,2014,90.1913471
CHE,2013,88.8311529
SYR,2023,24.2511221
SYR,2022,24.2452239
SYR,2021,25.3337284
SYR,2020,25.6898456
SYR,2019,23.9982444
SYR,2018,24.4910213
SYR,2017,24.1233979
SYR,2016,21.5585068
SYR,2015,24.2458029
SYR,2014,25.7574443
SYR,2013,23.7713239
TJK,2023,60.9812928
TJK,2022,58.5798846
TJK,2021,59.0878624
TJK,2020,60.2763779
TJK,2019,58.6574931
TJK,2018,54.4066908
TJK,2017,54.7341724
TJK,2016,53.1499018
TJK,2015,53.1753944
TJK,2014,55.3850873
TJK,2013,47.893702
TZA,2023,61.8509786
TZA,2022,57.6681456
TZA,2021,56.0707615
TZA,2020,54.570353
TZA,2019,56.4616756
TZA,2018,54.5493392
TZA,2017,54.2134859
TZA,2016,56.7117861
TZA,2015,57.7501681
TZA,2014,57.2358718
TZA,2013,58.6799879
THA,2023,58.3805816
THA,2022,56.2063996
THA,2021,53.9991989
THA,2020,53.3677964
THA,2019,55.8413351
THA,2018,49.1566626
THA,2017,49.0742678
THA,2016,46.6539451
THA,2015,46.1476533
THA,2014,46.4756098
THA,2013,42.700846
TLS,2023,73.3392448
TLS,2022,73.1354852
TLS,2021,70.4383689
TLS,2020,70.4606552
TLS,2019,70.4663366
TLS,2018,70.1429921
TLS,2017,67.0955373
TLS,2016,63.9026787
TLS,2015,58.5961138
TLS,2014,59.7429469
TLS,2013,56.8529075
TGO,2023,50.2031737
TGO,2022,52.9056229
TGO,2021,54.4799059
TGO,2020,52.1008968
TGO,2019,51.3671208
TGO,2018,50.9850122
TGO,2017,51.6162525
TGO,2016,61.1081459
TGO,2015,58.8716862
TGO,2014,60.7675952
TGO,2013,57.2523351
TON,2023,86.9126603
TON,2022,89.2531299
TON,2021,84.8873564
TON,2020,84.9518753
TON,2019,83.151888
TON,2018,80.5202044
TON,2017,79.5774436
TON,2016,81.8596052
TON,2015,81.9152536
TON,2014,81.9376032
TON,2013,81.2647077
TTO,2023,71.6974724
TTO,2022,71.8703621
TTO,2021,68.5624129
TTO,2020,66.9107656
TTO,2019,67.5797921
TTO,2018,67.8691049
TTO,2017,67.1731509
TTO,2016,66.6477704
TTO,2015,67.1223827
TTO,2014,68.8669283
TTO,2013,67.1605396
TUN,2023,52.6384223
TUN,2022,53.2614856
TUN,2021,54.5027662
TUN,2020,58.5045633
TUN,2019,56.3054951
TUN,2018,56.3282222
TUN,2017,53.1977661
TUN,2016,51.7579085
TUN,2015,54.2583046
TUN,2014,55.6225318
TUN,2013,50.6577783
TUR,2023,50.7861106
TUR,2022,49.922523
TUR,2021,49.2892722
TUR,2020,48.1362744
TUR,2019,45.5253689
TUR,2018,46.6927681
TUR,2017,36.7492235
TUR,2016,35.4862476
TUR,2015,46.9449387
TUR,2014,52.2324029
TUR,2013,48.2631377
TKM,2023,69.434034
TKM,2022,69.4932166
TKM,2021,62.0581562
TKM,2020,63.7248541
TKM,2019,62.1538251
TKM,2018,63.6450061
TKM,2017,61.9840955
TKM,2016,61.1912377
TKM,2015,63.7354293
TKM,2014,66.1466561
TKM,2013,69.8971401
TUV,2023,91.071468
TUV,2022,91.0644936
TUV,2021,87.846853
TUV,2020,86.9878296
TUV,2019,85.4289661
TUV,2018,88.5958436
TUV,2017,85.3421489
TUV,2016,88.5195742
TUV,2015,88.5970547
TUV,2014,92.3603858
TUV,2013,92.2597341
UGA,2023,48.3030933
UGA,2022,47.2402471
UGA,2021,49.7688381
UGA,2020,51.4977728
UGA,2019,52.6621674
UGA,2018,53.2612482
UGA,2017,54.1846641
UGA,2016,51.9818688
UGA,2015,52.3754767
UGA,2014,49.2155463
UGA,2013,50.6475823
UKR,2023,56.5682153
UKR,2022,47.9457907
UKR,2021,48.9739903
UKR,2020,49.497362
UKR,2019,48.2657734
UKR,2018,41.1917481
UKR,2017,38.7345804
UKR,2016,38.0353382
UKR,2015,35.0374627
UKR,2014,31.8535514
UKR,2013,49.4748552
ARE,2023,79.2684716
ARE,2022,80.981136
ARE,2021,80.2357804
ARE,2020,80.0198861
ARE,2019,80.0644793
ARE,2018,80.134659
ARE,2017,78.1809681
ARE,2016,77.7250567
ARE,2015,80.2130602
ARE,2014,81.2419499
ARE,2013,79.1135654
GBR,2023,72.1862761
GBR,2022,72.1751474
GBR,2021,73.3482195
GBR,2020,74.6097896
GBR,2019,75.5992994
GBR,2018,70.7215323
GBR,2017,73.421614
GBR,2016,73.5786913
GBR,2015,75.0691258
GBR,2014,75.180368
GBR,2013,73.7518389
USA,2023,62.5953145
USA,2022,63.1167764
USA,2021,63.735279
USA,2020,63.3866948
USA,2019,66.8276892
USA,2018,70.8565316
USA,2017,67.7755797
USA,2016,71.4957097
USA,2015,77.2686791
USA,2014,77.3070017
USA,2013,75.7935684
URY,2023,86.0689932
URY,2022,88.1613218
URY,2021,85.5395951
URY,2020,85.5590869
URY,2019,85.629815
URY,2018,84.906645
URY,2017,84.9061855
