iso3,year,rule_of_law_score
PRK,2017,26.4498012
PRK,2016,26.8480741
PRK,2015,26.845675
PRK,2014,26.8311216
PRK,2013,30.1248698
KOR,2023,77.3500467
KOR,2022,77.0360701
KOR,2021,77.0695225
KOR,2020,76.7221314
KOR,2019,76.0778177
KOR,2018,76.0698578
KOR,2017,74.3794466
KOR,2016,74.6586661
KOR,2015,74.357169
KOR,2014,75.3908353
KOR,2013,74.0544465
XKX,2023,56.2116888
XKX,2022,54.3964501
XKX,2021,54.8309704
XKX,2020,52.1719305
XKX,2019,50.8934145
XKX,2018,52.6543465
XKX,2017,52.1649602
XKX,2016,52.798975
XKX,2015,52.1124297
XKX,2014,51.3299055
XKX,2013,49.7359689
KWT,2023,60.2529478
KWT,2022,60.8141699
KWT,2021,59.0213653
KWT,2020,59.4927045
KWT,2019,58.1044823
KWT,2018,56.6589588
KWT,2017,56.0331346
KWT,2016,55.7792612
KWT,2015,56.9659255
KWT,2014,57.2360337
KWT,2013,61.9901101
KGZ,2023,40.203215
KGZ,2022,41.0186736
KGZ,2021,41.831993
KGZ,2020,44.4091426
KGZ,2019,44.2554734
KGZ,2018,45.0519262
KGZ,2017,44.6846395
KGZ,2016,43.1825444
KGZ,2015,42.5423166
KGZ,2014,42.8637385
KGZ,2013,40.6705046
LAO,2023,42.4266073
LAO,2022,42.5113063
LAO,2021,43.9264409
LAO,2020,41.9018788
LAO,2019,40.7135795
LAO,2018,42.1980216
LAO,2017,42.8142112
LAO,2016,44.0281854
LAO,2015,43.6883842
LAO,2014,43.5441826
LAO,2013,42.2727987
LVA,2023,75.4267729
LVA,2022,74.3265529
LVA,2021,73.899724
LVA,2020,72.8492154
LVA,2019,71.2277193
LVA,2018,67.5535044
LVA,2017,67.8476422
LVA,2016,68.0757804
LVA,2015,68.3681902
LVA,2014,68.571607
LVA,2013,66.6760528
LBN,2023,38.6094179
LBN,2022,39.1975541
LBN,2021,39.7051648
LBN,2020,41.1579805
LBN,2019,42.1558502
LBN,2018,43.6825773
LBN,2017,42.8291536
LBN,2016,42.3086727
LBN,2015,43.0507104
LBN,2014,45.0070958
LBN,2013,46.3513378
LSO,2023,49.3532166
LSO,2022,48.961057
LSO,2021,50.0504256
LSO,2020,50.6100626
LSO,2019,51.0859937
LSO,2018,51.1611184
LSO,2017,52.6675317
LSO,2016,53.7445844
LSO,2015,54.7299814
LSO,2014,54.3833527
LSO,2013,53.5484632
LBR,2023,41.4794541
LBR,2022,42.1850809
LBR,2021,42.4569635
LBR,2020,42.243389
LBR,2019,41.9799431
LBR,2018,42.6621031
LBR,2017,43.3378435
LBR,2016,43.0545295
LBR,2015,43.3253106
LBR,2014,43.6556632
LBR,2013,42.3555804
LBY,2023,28.2491183
LBY,2022,26.9631879
LBY,2021,30.0679248
LBY,2020,28.8515893
LBY,2019,29.0596443
LBY,2018,29.9700424
LBY,2017,29.260199
LBY,2016,27.7742303
LBY,2015,26.7675143
LBY,2014,29.5074101
LBY,2013,32.9585588
LIE,2023,86.6979421
LIE,2022,86.7040863
LIE,2021,85.0589066
LIE,2020,85.0993483
LIE,2019,85.0512512
LIE,2018,85.0525747
LIE,2017,84.9217132
LIE,2016,84.9313839
LIE,2015,85.4322583
LIE,2014,85.4082838
LIE,2013,84.2719282
LTU,2023,79.8357352
LTU,2022,78.1051508
LTU,2021,77.8021959
LTU,2020,76.586258
LTU,2019,75.1713472
LTU,2018,69.856873
LTU,2017,71.7506562
LTU,2016,72.487276
LTU,2015,71.5790173
LTU,2014,69.7114959
LTU,2013,67.0668425
LUX,2023,86.7160753
LUX,2022,87.0446706
LUX,2021,86.7966523
LUX,2020,87.8896077
LUX,2019,88.6868729
LUX,2018,89.0013555
LUX,2017,87.9275418
LUX,2016,87.9331491
LUX,2015,88.1868624
LUX,2014,87.0968449
LUX,2013,87.3277781
MAC,2023,70.377934
MAC,2022,70.3856048
MAC,2021,70.4137959
MAC,2020,71.712865
MAC,2019,72.5641029
MAC,2018,73.4788294
MAC,2017,72.5250363
MAC,2016,72.5339979
MAC,2015,72.5303355
MAC,2014,71.5631645
MAC,2013,67.3439623
MDG,2023,40.5214048
MDG,2022,40.3232666
MDG,2021,41.5929019
MDG,2020,42.187005
MDG,2019,42.5157673
MDG,2018,43.3272331
MDG,2017,43.3691101
MDG,2016,44.1577717
MDG,2015,43.4140576
MDG,2014,41.2195329
MDG,2013,39.4195618
MWI,2023,54.652356
MWI,2022,53.2566127
MWI,2021,52.7402813
MWI,2020,52.4438046
MWI,2019,51.718876
MWI,2018,51.9282838
MWI,2017,52.4832188
MWI,2016,51.0530283
MWI,2015,51.4563043
MWI,2014,51.6359995
MWI,2013,52.8966457
MYS,2023,62.1569094
MYS,2022,62.0469295
MYS,2021,62.1560402
MYS,2020,62.9879505
MYS,2019,62.7978859
MYS,2018,61.8937766
MYS,2017,59.2131717
MYS,2016,58.663424
MYS,2015,58.9296701
MYS,2014,61.1309466
MYS,2013,60.2651312
MDV,2023,58.627075
MDV,2022,58.78831
MDV,2021,54.6364034
MDV,2020,51.6038913
MDV,2019,48.6393597
MDV,2018,46.1911096
MDV,2017,45.2351755
MDV,2016,46.2312381
MDV,2015,45.7666403
MDV,2014,47.3046903
MDV,2013,43.6379809
MLI,2023,39.1233759
MLI,2022,39.3858925
MLI,2021,41.7730257
MLI,2020,42.6178956
MLI,2019,43.0466435
MLI,2018,44.029953
MLI,2017,43.9786117
MLI,2016,43.9114228
MLI,2015,44.0189725
MLI,2014,44.8517382
MLI,2013,42.8154642
MLT,2023,70.6304873
MLT,2022,71.668871
MLT,2021,71.8802442
MLT,2020,73.2081911
MLT,2019,74.4951369
MLT,2018,75.1838749
MLT,2017,76.1093925
MLT,2016,74.8938728
MLT,2015,75.7564164
MLT,2014,74.6806236
MLT,2013,77.806595
MHL,2023,71.3493869
MHL,2022,71.3572471
MHL,2021,70.4364624
MHL,2020,70.4896779
MHL,2019,71.5566641
MHL,2018,66.9616025
MHL,2017,68.7781234
MHL,2016,68.7919642
MHL,2015,68.7863088
MHL,2014,68.3553665
MHL,2013,68.3039943
MRT,2023,42.2667439
MRT,2022,42.357255
MRT,2021,41.9211203
MRT,2020,44.8109041
MRT,2019,43.5035102
MRT,2018,42.7837982
MRT,2017,43.0773595
MRT,2016,41.2077177
MRT,2015,40.1977816
MRT,2014,39.9317334
MRT,2013,38.5510822
MUS,2023,68.3812721
MUS,2022,68.734045
MUS,2021,69.3785187
MUS,2020,73.3963746
MUS,2019,72.333803
MUS,2018,72.9145748
MUS,2017,72.9064754
MUS,2016,73.5216755
MUS,2015,72.1727487
MUS,2014,73.4862696
MUS,2013,73.0221124
MEX,2023,38.4166425
MEX,2022,38.3383975
MEX,2021,39.3268581
MEX,2020,39.9835084
MEX,2019,41.8879329
MEX,2018,43.088259
MEX,2017,44.4008161
MEX,2016,45.4749739
MEX,2015,45.2102836
MEX,2014,46.9289858
MEX,2013,45.8198954
FSM,2023,73.7798171
FSM,2022,73.7876755
FSM,2021,72.1865947
FSM,2020,68.4945478
FSM,2019,60.7820409
FSM,2018,57.4966485
FSM,2017,59.5727722
FSM,2016,59.5828026
FSM,2015,59.578703
FSM,2014,59.5538387
FSM,2013,61.3151907
MDA,2023,53.6281453
MDA,2022,53.6120069
MDA,2021,52.6286785
MDA,2020,50.4624791
MDA,2019,50.5150974
MDA,2018,50.0202122
MDA,2017,49.5089511
MDA,2016,49.6620042
MDA,2015,49.7479906
MDA,2014,50.6843819
MDA,2013,49.6463768
MCO,2023,80.1215774
MCO,2022,80.1353099
MCO,2021,80.6071706
MCO,2020,80.7103866
MCO,2019,83.4086617
MCO,2018,83.4120367
MCO,2017,84.5534058
MCO,2016,84.5754407
MCO,2015,84.5664361
MCO,2014,78.6975501
MCO,2013,78.5861418
MNG,2023,54.2531778
MNG,2022,54.381821
MNG,2021,53.9843518
MNG,2020,53.9661876
MNG,2019,53.4566149
MNG,2018,53.8685513
MNG,2017,54.0495649
MNG,2016,54.4838426
MNG,2015,53.2572616
MNG,2014,52.7294265
MNG,2013,52.5608821
MNE,2023,59.1616188
MNE,2022,56.024827
MNE,2021,57.2712537
MNE,2020,58.9170358
MNE,2019,58.3152102
MNE,2018,58.0838863
MNE,2017,55.5485397
MNE,2016,56.3354957
MNE,2015,56.742799
MNE,2014,56.1494256
MNE,2013,56.0360139
MAR,2023,50.1940163
MAR,2022,49.2337674
MAR,2021,49.3094859
MAR,2020,51.5491406
MAR,2019,51.4596208
MAR,2018,51.3742901
MAR,2017,50.5729013
MAR,2016,51.9129404
MAR,2015,50.6179176
MAR,2014,50.5538404
MAR,2013,49.5062576
MOZ,2023,38.0038145
MOZ,2022,38.5004121
MOZ,2021,38.9147048
MOZ,2020,39.0544333
MOZ,2019,40.346014
MOZ,2018,40.0830551
MOZ,2017,39.9004736
MOZ,2016,39.5488348
MOZ,2015,42.2878511
MOZ,2014,41.395428
MOZ,2013,40.7004288
MMR,2023,27.289255
MMR,2022,28.416322
MMR,2021,30.0331488
MMR,2020,36.945876
MMR,2019,36.5408084
MMR,2018,36.7673046
MMR,2017,38.1836405
MMR,2016,38.9785616
MMR,2015,35.4835153
MMR,2014,35.421376
MMR,2013,35.198062
NAM,2023,62.2795201
NAM,2022,62.4508062
NAM,2021,61.8853348
NAM,2020,60.7284055
NAM,2019,60.1644108
NAM,2018,60.1183824
NAM,2017,60.7592471
NAM,2016,62.326168
NAM,2015,61.6656797
NAM,2014,60.4981659
NAM,2013,61.315022
NRU,2023,62.9373304
NRU,2022,62.9487377
NRU,2021,60.579545
NRU,2020,60.6617071
NRU,2019,60.6385174
NRU,2018,60.3993782
NRU,2017,63.5527008
NRU,2016,61.0326925
NRU,2015,63.2095297
NRU,2014,71.7940289
NRU,2013,75.4726756
NPL,2023,51.1725841
NPL,2022,51.21516
NPL,2021,50.83749
NPL,2020,50.5531709
NPL,2019,49.8603954
NPL,2018,50.6451484
NPL,2017,49.3242183
NPL,2016,47.2142997
NPL,2015,46.6546575
NPL,2014,47.0487379
NPL,2013,46.6198575
NLD,2023,86.5237577
NLD,2022,86.7204829
NLD,2021,87.5440788
NLD,2020,88.4942869
NLD,2019,88.6893891
NLD,2018,88.2921127
NLD,2017,89.0677475
NLD,2016,89.5170088
NLD,2015,89.3889268
NLD,2014,88.3939984
NLD,2013,86.8160316
NCL,2023,75.6479167
NCL,2022,75.6933031
NCL,2021,75.9721905
NCL,2020,74.9680423
NCL,2019,75.1335232
NCL,2018,74.0675473
NCL,2017,
NCL,2016,
NCL,2015,
NCL,2014,
NCL,2013,
NZL,2023,86.3529225
NZL,2022,86.6018582
NZL,2021,86.7460357
NZL,2020,87.3697343
NZL,2019,87.6651647
NZL,2018,87.9658735
NZL,2017,88.2745767
NZL,2016,89.0720484
NZL,2015,88.9144707
NZL,2014,88.1732263
NZL,2013,87.5105437
NIC,2023,29.496211
NIC,2022,31.2389514
NIC,2021,31.5897313
NIC,2020,33.947145
NIC,2019,34.0156849
NIC,2018,34.496984
NIC,2017,41.2427467
NIC,2016,40.2307418
NIC,2015,39.6740565
NIC,2014,41.3797112
NIC,2013,42.6323922
NER,2023,43.1258455
NER,2022,45.511452
NER,2021,46.6559259
NER,2020,48.0281749
NER,2019,47.6855287
NER,2018,47.0778876
NER,2017,47.326374
NER,2016,47.1475307
NER,2015,46.9666721
NER,2014,45.0819968
NER,2013,44.6442976
NGA,2023,40.875305
NGA,2022,39.7570843
NGA,2021,41.0219609
NGA,2020,42.4852923
NGA,2019,42.5472027
NGA,2018,42.9582287
NGA,2017,43.3029229
NGA,2016,41.8286386
NGA,2015,40.4273328
NGA,2014,37.4818397
NGA,2013,36.5552671
MKD,2023,52.2510326
MKD,2022,53.8628993
MKD,2021,54.9494919
MKD,2020,53.9876356
MKD,2019,52.0384426
MKD,2018,53.0621576
MKD,2017,51.5553657
MKD,2016,51.4670662
MKD,2015,52.1765912
MKD,2014,53.6579164
MKD,2013,53.5045036
NOR,2023,91.1445579
NOR,2022,90.3692278
NOR,2021,92.3888625
NOR,2020,92.4047721
NOR,2019,91.9420038
NOR,2018,91.8838488
NOR,2017,92.0547115
NOR,2016,91.4833953
NOR,2015,91.0427101
NOR,2014,90.5627965
NOR,2013,91.273127
OMN,2023,62.8904984
OMN,2022,63.0303164
OMN,2021,60.8459253
OMN,2020,61.3750254
OMN,2019,61.451403
OMN,2018,60.1277158
OMN,2017,60.0780302
OMN,2016,60.7788914
OMN,2015,60.6069857
OMN,2014,60.4843939
OMN,2013,61.3192042
PAK,2023,39.6801955
PAK,2022,41.2878353
PAK,2021,42.7982259
PAK,2020,42.972992
PAK,2019,42.9850137
PAK,2018,42.5142321
PAK,2017,42.0691874
PAK,2016,41.2520559
PAK,2015,41.2198719
PAK,2014,40.2583667
PAK,2013,38.9139045
PLW,2023,77.1211977
PLW,2022,77.1345532
PLW,2021,76.8448747
PLW,2020,76.9445573
PLW,2019,76.916423
PLW,2018,79.5537172
PLW,2017,80.2061371
PLW,2016,80.2275455
PLW,2015,80.2187973
PLW,2014,79.0218169
PLW,2013,78.9159694
PAN,2023,53.0416321
PAN,2022,53.2703159
PAN,2021,52.9991922
PAN,2020,52.8383789
PAN,2019,52.1697757
PAN,2018,52.6321447
PAN,2017,54.2168564
PAN,2016,54.6320009
PAN,2015,54.0341183
PAN,2014,54.5146583
PAN,2013,51.8266046
PNG,2023,48.1740425
PNG,2022,47.5695148
PNG,2021,45.7885736
PNG,2020,45.5995381
PNG,2019,44.6747778
PNG,2018,45.4589353
PNG,2017,46.2953204
PNG,2016,46.3230417
PNG,2015,46.3948086
PNG,2014,46.9169744
PNG,2013,43.1242122
PRY,2023,46.9805232
PRY,2022,47.6644112
PRY,2021,47.8774177
PRY,2020,50.5499697
PRY,2019,49.572808
PRY,2018,49.1499892
PRY,2017,48.4754243
PRY,2016,48.5190448
PRY,2015,47.5063033
PRY,2014,46.6880635
PRY,2013,43.7891219
PER,2023,48.7248383
PER,2022,48.5787659
PER,2021,48.001037
PER,2020,49.5281582
PER,2019,49.1090845
PER,2018,49.0319289
PER,2017,50.5174914
PER,2016,51.1261135
PER,2015,49.1850818
PER,2014,47.4351095
PER,2013,47.4119267
PHL,2023,46.6183464
PHL,2022,46.0841106
PHL,2021,45.3703225
PHL,2020,46.0680376
PHL,2019,45.8276987
PHL,2018,45.9532714
PHL,2017,46.7882711
PHL,2016,48.8248033
PHL,2015,49.5647499
PHL,2014,50.7512541
PHL,2013,48.8760395
POL,2023,63.0992023
POL,2022,63.0667016
POL,2021,64.0186411
POL,2020,64.8828903
POL,2019,66.0240098
POL,2018,66.3848598
POL,2017,67.6201563
POL,2016,69.9512118
POL,2015,71.3493887
POL,2014,72.1271593
POL,2013,71.1138154
PRT,2023,75.5940661
PRT,2022,76.338565
PRT,2021,77.0853719
PRT,2020,77.3258828
PRT,2019,76.1813298
PRT,2018,76.4186568
PRT,2017,77.1402723
PRT,2016,76.1665458
PRT,2015,76.3661314
PRT,2014,74.4884282
PRT,2013,72.4650071
PRI,2023,66.2016054
PRI,2022,64.2870678
PRI,2021,65.79503
PRI,2020,65.8336784
PRI,2019,65.8227702
PRI,2018,66.1536116
PRI,2017,67.053845
PRI,2016,68.518913
PRI,2015,69.4242941
PRI,2014,68.6916413
PRI,2013,68.0609121
QAT,2023,66.8240976
QAT,2022,67.252336
QAT,2021,65.5758121
QAT,2020,65.2023123
QAT,2019,65.4644262
QAT,2018,64.9488555
QAT,2017,65.0562881
QAT,2016,66.9790558
QAT,2015,66.186725
QAT,2014,67.1802421
QAT,2013,70.0939797
ROU,2023,64.0528645
ROU,2022,64.4553816
ROU,2021,64.9084499
ROU,2020,64.8708497
ROU,2019,63.2771988
ROU,2018,62.2491966
ROU,2017,63.7768049
ROU,2016,63.3368063
ROU,2015,63.6014536
ROU,2014,63.2525014
ROU,2013,60.4950077
RUS,2023,38.4906606
RUS,2022,38.8098571
RUS,2021,41.4273487
RUS,2020,42.7588393
RUS,2019,42.0461647
RUS,2018,42.637509
RUS,2017,42.5565429
RUS,2016,42.0417656
RUS,2015,41.3230363
RUS,2014,42.2901522
RUS,2013,41.2144368
RWA,2023,58.1948661
RWA,2022,57.0811012
RWA,2021,57.29228
RWA,2020,56.4227918
RWA,2019,54.5454018
RWA,2018,54.4964563
RWA,2017,54.5787045
RWA,2016,54.8422606
RWA,2015,54.24112
RWA,2014,53.1968847
RWA,2013,51.9923747
WSM,2023,75.0882074
WSM,2022,74.9843254
WSM,2021,75.1149511
WSM,2020,77.0054557
WSM,2019,76.9153921
WSM,2018,72.8202911
WSM,2017,73.7723941
WSM,2016,73.7824245
WSM,2015,72.7092717
WSM,2014,72.6850425
WSM,2013,71.2874319
SMR,2023,81.2323803
SMR,2022,78.3564925
SMR,2021,81.9380691
SMR,2020,82.0412851
SMR,2019,84.8051674
SMR,2018,84.8085442
SMR,2017,85.7036608
SMR,2016,85.7256957
SMR,2015,85.716691
SMR,2014,80.7668842
SMR,2013,80.6554776
STP,2023,50.8870276
STP,2022,51.8981977
STP,2021,50.1874332
STP,2020,50.8225907
STP,2019,48.5757248
STP,2018,48.4455172
STP,2017,48.3736505
STP,2016,48.2600891
STP,2015,46.926115
STP,2014,46.0064267
STP,2013,45.4944995
SAU,2023,58.9708502
SAU,2022,57.6414938
SAU,2021,54.1098832
SAU,2020,53.8782065
SAU,2019,54.0463
SAU,2018,52.9607246
SAU,2017,51.2380399
SAU,2016,53.5228864
SAU,2015,52.3558045
SAU,2014,49.4849731
SAU,2013,53.4764502
SEN,2023,54.0331287
SEN,2022,54.6305122
SEN,2021,54.4086473
SEN,2020,55.2541678
SEN,2019,55.0407431
SEN,2018,54.5950702
SEN,2017,54.7344924
SEN,2016,55.8181884
SEN,2015,54.6010027
SEN,2014,54.625435
SEN,2013,53.3757951
SRB,2023,53.7972921
SRB,2022,54.2806083
SRB,2021,53.6493317
SRB,2020,54.6437868
SRB,2019,55.8408842
SRB,2018,55.2452441
SRB,2017,55.242332
SRB,2016,55.7730878
SRB,2015,56.2968645
SRB,2014,55.7491029
SRB,2013,53.4589418
SYC,2023,66.5105358
SYC,2022,67.2621254
SYC,2021,66.4674143
SYC,2020,66.1375161
SYC,2019,64.4171755
SYC,2018,64.445451
SYC,2017,61.3002621
SYC,2016,62.7700871
SYC,2015,61.9891394
SYC,2014,59.3773928
SYC,2013,59.6881063
SLE,2023,42.7332607
SLE,2022,43.5295173
SLE,2021,43.8997041
SLE,2020,45.3519897
SLE,2019,43.5069352
SLE,2018,44.2858469
SLE,2017,43.9263755
SLE,2016,43.1532845
SLE,2015,43.3799443
SLE,2014,41.5713214
SLE,2013,42.1297915
SGP,2023,81.48039
SGP,2022,81.5399907
SGP,2021,81.6232905
SGP,2020,82.2710686
SGP,2019,83.234615
SGP,2018,83.3609829
SGP,2017,82.6575367
SGP,2016,83.5961362
SGP,2015,83.5736762
SGP,2014,83.4581304
SGP,2013,82.4969849
SVK,2023,66.4899363
SVK,2022,67.1566049
SVK,2021,69.1341509
SVK,2020,66.0276585
SVK,2019,63.2840624
SVK,2018,62.2253529
SVK,2017,61.4165135
SVK,2016,61.6864479
SVK,2015,61.1753692
SVK,2014,60.752874
SVK,2013,62.3770084
SVN,2023,73.6727149
SVN,2022,72.8190416
SVN,2021,72.9026581
SVN,2020,73.0811279
SVN,2019,72.7366471
SVN,2018,70.0199031
SVN,2017,69.4542372
SVN,2016,71.0108421
SVN,2015,70.8631553
SVN,2014,70.9090511
SVN,2013,69.6825269
SLB,2023,59.5844582
SLB,2022,59.5015181
SLB,2021,57.2289463
SLB,2020,60.5984199
SLB,2019,55.5425693
SLB,2018,54.1718194
SLB,2017,53.5076515
SLB,2016,53.4354096
SLB,2015,52.9795738
SLB,2014,52.9686191
SLB,2013,50.1427972
SOM,2023,20.2994773
SOM,2022,19.0121046
SOM,2021,19.6488886
SOM,2020,19.3865751
SOM,2019,17.7778166
SOM,2018,17.2978239
SOM,2017,17.0912197
SOM,2016,18.4495039
SOM,2015,19.1801396
SOM,2014,18.6118783
SOM,2013,16.3872555
ZAF,2023,57.6449634
ZAF,2022,57.5516367
ZAF,2021,59.0484877
ZAF,2020,55.9083277
ZAF,2019,55.6753499
ZAF,2018,55.7886824
ZAF,2017,57.2114826
ZAF,2016,58.1714096
ZAF,2015,57.7229004
ZAF,2014,58.1773817
ZAF,2013,57.3896237
SSD,2023,22.5403676
SSD,2022,23.7501028
SSD,2021,22.9250905
SSD,2020,24.1341269
SSD,2019,24.7413532
SSD,2018,24.7667786
SSD,2017,26.787656
SSD,2016,26.7323683
SSD,2015,27.825587
SSD,2014,28.065623
SSD,2013,33.7003453
ESP,2023,72.9785917
ESP,2022,73.4979264
ESP,2021,72.8117494
ESP,2020,73.8338432
ESP,2019,75.8206692
ESP,2018,74.0378141
ESP,2017,74.608077
ESP,2016,74.2855433
ESP,2015,73.3826078
ESP,2014,72.5061923
ESP,2013,73.4253368
LKA,2023,51.5342172
LKA,2022,51.2865827
LKA,2021,52.9797493
LKA,2020,53.678349
LKA,2019,55.6205441
LKA,2018,55.9734754
LKA,2017,55.042965
LKA,2016,55.128929
LKA,2015,55.0627005
LKA,2014,50.759992
LKA,2013,50.8354953
KNA,2023,66.6592259
KNA,2022,66.8022279
KNA,2021,67.1177655
KNA,2020,67.8711572
KNA,2019,67.8629752
KNA,2018,69.7384789
KNA,2017,71.6330865
KNA,2016,70.8281574
KNA,2015,70.7916035
KNA,2014,59.7466158
KNA,2013,74.5675441
LCA,2023,65.7777797
LCA,2022,66.1178822
LCA,2021,67.7258334
LCA,2020,67.1996523
LCA,2019,68.4412101
LCA,2018,68.4277031
LCA,2017,69.6235768
LCA,2016,70.6543499
LCA,2015,70.7282234
LCA,2014,68.7951224
LCA,2013,71.2911442
VCT,2023,66.4323045
VCT,2022,67.5671611
VCT,2021,68.1077338
VCT,2020,68.1783114
VCT,2019,68.7276736
VCT,2018,67.5173567
VCT,2017,67.6123839
VCT,2016,67.7938037
VCT,2015,67.6832989
VCT,2014,69.0469442
VCT,2013,74.4468506
SDN,2023,28.4717405
SDN,2022,32.4736249
SDN,2021,33.8937574
SDN,2020,33.8185002
SDN,2019,32.485736
SDN,2018,33.4209519
SDN,2017,33.1752484
SDN,2016,31.4756433
SDN,2015,31.3178917
SDN,2014,32.23568
SDN,2013,31.6175834
SUR,2023,53.7366726
SUR,2022,53.1846565
SUR,2021,53.5712984
SUR,2020,53.7793259
SUR,2019,52.6862672
SUR,2018,52.4780246
SUR,2017,52.8102583
SUR,2016,53.3546466
SUR,2015,53.5838897
SUR,2014,54.7294101
SUR,2013,55.7911538
SWE,2023,86.1321936
SWE,2022,86.879293
SWE,2021,87.7428486
SWE,2020,88.2963879
SWE,2019,89.0964326
SWE,2018,88.6126758
SWE,2017,89.227912
SWE,2016,90.4468153
SWE,2015,90.4975318
SWE,2014,89.330092
SWE,2013,89.7310532
CHE,2023,87.80785
CHE,2022,87.5885942
CHE,2021,87.7615326
CHE,2020,88.0766158
CHE,2019,89.9081065
CHE,2018,89.896047
CHE,2017,89.4848403
CHE,2016,89.6140582
CHE,2015,89.4186118
CHE,2014,89.3343258
CHE,2013,87.8912634
SYR,2023,24.9224185
SYR,2022,24.6884269
SYR,2021,24.4584471
SYR,2020,25.1000037
SYR,2019,25.454539
SYR,2018,26.383812
SYR,2017,25.8597374
SYR,2016,25.1896198
SYR,2015,28.6062077
SYR,2014,28.2933085
SYR,2013,29.6304046
TJK,2023,36.1623329
TJK,2022,36.3235335
TJK,2021,35.2935401
TJK,2020,35.6316357
TJK,2019,35.513381
TJK,2018,38.0306133
TJK,2017,36.9271731
TJK,2016,38.0168533
TJK,2015,38.1895645
TJK,2014,37.3304406
TJK,2013,35.2246112
TZA,2023,48.4544616
TZA,2022,47.5060194
TZA,2021,47.239651
TZA,2020,47.2373878
TZA,2019,47.1058361
TZA,2018,47.4631509
TZA,2017,48.5865366
TZA,2016,49.425653
TZA,2015,50.0401233
TZA,2014,48.9707001
TZA,2013,48.4714503
THA,2023,53.597765
THA,2022,52.3485261
THA,2021,52.532598
THA,2020,53.4591397
THA,2019,53.518212
THA,2018,51.8246908
THA,2017,51.474009
THA,2016,51.3201195
THA,2015,50.4986354
THA,2014,50.1167436
THA,2013,53.1203728
TLS,2023,45.8964623
TLS,2022,45.547295
TLS,2021,45.948282
TLS,2020,44.0757024
TLS,2019,43.5398489
TLS,2018,41.048918
TLS,2017,38.8708295
TLS,2016,38.8554173
TLS,2015,38.8462371
TLS,2014,38.8709741
TLS,2013,36.4281729
TGO,2023,46.1171793
TGO,2022,45.3413466
TGO,2021,46.0737756
TGO,2020,46.3616797
TGO,2019,44.8662899
TGO,2018,45.0064693
TGO,2017,43.0745231
TGO,2016,43.2062246
TGO,2015,42.9361302
TGO,2014,41.3616468
TGO,2013,39.976939
TON,2023,70.7315726
TON,2022,70.5919508
TON,2021,69.8702647
TON,2020,69.9498384
TON,2019,61.0438811
TON,2018,59.6433722
TON,2017,58.3170345
TON,2016,56.820125
TON,2015,56.8161304
TON,2014,55.9971969
TON,2013,57.4644266
TTO,2023,51.5398365
TTO,2022,52.699917
TTO,2021,54.3593971
TTO,2020,54.1816123
TTO,2019,54.5919103
TTO,2018,54.8663573
TTO,2017,56.860997
TTO,2016,56.5242506
TTO,2015,57.1025991
TTO,2014,57.2980387
TTO,2013,54.456777
TUN,2023,51.5463765
TUN,2022,52.8893312
TUN,2021,56.7043417
TUN,2020,56.7642866
TUN,2019,56.5024705
TUN,2018,55.9765957
TUN,2017,55.4108145
TUN,2016,55.2100379
TUN,2015,55.0802623
TUN,2014,54.3439092
TUN,2013,53.1497394
TUR,2023,43.2093397
TUR,2022,43.5432566
TUR,2021,43.620488
TUR,2020,44.7460611
TUR,2019,46.6891064
TUR,2018,44.7632614
TUR,2017,46.3736394
TUR,2016,47.5698504
TUR,2015,48.7487819
TUR,2014,50.7499237
TUR,2013,54.9868288
TKM,2023,32.3054918
TKM,2022,32.2906475
TKM,2021,29.7273009
TKM,2020,30.6255654
TKM,2019,29.514907
TKM,2018,31.4367213
TKM,2017,31.4879989
TKM,2016,31.594077
TKM,2015,32.0967535
TKM,2014,31.952471
TKM,2013,32.5424746
TUV,2023,77.5437772
TUV,2022,74.2448847
TUV,2021,73.7070347
TUV,2020,73.2513435
TUV,2019,71.7202518
TUV,2018,71.7222173
TUV,2017,73.0114383
TUV,2016,73.0252775
TUV,2015,73.019622
TUV,2014,72.9853108
TUV,2013,71.0061418
UGA,2023,44.0086134
UGA,2022,44.4176808
UGA,2021,44.4403319
UGA,2020,45.0855129
UGA,2019,44.4307403
UGA,2018,45.0276402
UGA,2017,45.6532803
UGA,2016,45.9583004
UGA,2015,46.4629285
UGA,2014,46.9257605
UGA,2013,47.3705195
UKR,2023,44.1357592
UKR,2022,44.1890986
UKR,2021,47.1793877
UKR,2020,47.206011
UKR,2019,46.8865907
UKR,2018,48.078709
UKR,2017,47.0488308
UKR,2016,45.858721
UKR,2015,44.9183282
UKR,2014,44.477507
UKR,2013,44.5635037
ARE,2023,64.6972832
ARE,2022,64.0194293
ARE,2021,62.7906023
ARE,2020,63.8059426
ARE,2019,64.3010859
ARE,2018,63.6651728
ARE,2017,63.5648206
ARE,2016,64.2018989
ARE,2015,63.0056242
ARE,2014,62.992921
ARE,2013,64.0925232
GBR,2023,78.8284082
GBR,2022,79.3292982
GBR,2021,79.4450626
GBR,2020,80.2936931
GBR,2019,81.7218803
GBR,2018,82.5311671
GBR,2017,84.6468204
GBR,2016,84.7289378
GBR,2015,85.5496474
GBR,2014,84.3892381
GBR,2013,82.9349061
USA,2023,73.4988816
USA,2022,75.0674875
USA,2021,74.6568866
USA,2020,74.2508207
USA,2019,76.3012367
USA,2018,77.1374928
