ISO3,Country,Year,Project_007_Region,Official_Region,Sub_Region,population_total,urban_population_pct,population_65_plus_pct,age_dependency_ratio_pct,gdp_current_usd,gdp_per_capita_current_usd,gdp_per_capita_ppp_current_intl,household_consumption_expenditure_current_usd,household_consumption_expenditure_constant_2015_usd,household_consumption_expenditure_per_capita_constant_2015_usd,consumption_per_capita_check_usd,household_consumption_pct_of_gdp,consumption_growth_yoy_real_pct,consumption_cagr_2013_2023_real_pct,cagr_start_year,cagr_end_year,inflation_cpi_annual_pct,unemployment_pct_of_labor_force,internet_users_pct_of_population,global_consumption_share_pct,regional_consumption_share_pct
GMB,"Gambia, The",2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,2697845.0,63.8020182456108,2.97785770163636,77.6473477794781,2382262185.38179,883.024111978927,3291.84381275128,2211034508.77909,1635603310.63066,606.262891541457,819.5557968597492,92.8123916144329,6.3986161615653625,3.9501279314422932,2013.0,2023.0,16.9742129632327,6.479,48.72829819,0.00373946689505228,0.13353897052796887
GNB,Guinea-Bissau,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,2153339.0,45.5923843383789,3.14256138954433,73.5656689085059,2076748678.11987,964.431832665395,2955.52345541775,1503764400.71402,1300855612.29879,604.110923685864,698.3407632119328,72.4095513606109,-0.5356622263653632,5.739584204726533,2013.0,2023.0,7.10220928557059,2.632,28.71240044,0.002543278800986839,0.09082225953083115
GNQ,Equatorial Guinea,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,1847549.0,71.1290664883517,3.62342216634038,69.80165670554,12541814272.8021,6788.35271638376,16997.002016833,6675111971.87133,5793716383.20205,3135.89322026212,3612.955310993825,53.222857767451,1.6599700493987957,1.7687966896750673,2013.0,2023.0,2.85949506037322,8.218,63.51950073,0.011289448509495849,0.40315407893603283
GRC,Greece,2023,Europe,Europe & Central Asia,Southern Europe,10407351.0,78.7746303842088,23.4829980176041,58.9062451092587,242946187738.269,23343.7103964562,42613.6574438075,168075451116.125,157617802144.668,15144.8531086026,16149.68603596871,69.1821726781717,2.2963393676057375,1.8038005151517433,2013.0,2023.0,3.46480128513405,11.023,85.0102229,0.2842617710506858,1.1895528958673292
GRL,Greenland,2023,North America,Europe & Central Asia,Northern America,56865.0,88.0631147749908,10.1193616165229,44.7646444846109,3326543974.39193,58498.9707973609,78905.5801137274,1084023505.80279,1073097630.8368,18870.9686245811,19063.105703029807,32.5870787865037,0.07054781915181163,0.8738259383199942,2013.0,2023.0,,,,0.0018333816126852038,0.005404384149617962
GTM,Guatemala,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,18124838.0,55.6082319565539,4.734740380431,58.4095417496558,104298081428.769,5754.42833909847,13751.6084364487,91088847332.7414,70940861870.8817,3914.01356916303,5025.636495771239,87.3351130576177,4.340166754953345,4.048147400964619,2013.0,2023.0,6.20657592272126,2.344,56.72669983,0.15405626993010907,2.065358168072363
GUM,Guam,2022,Oceania,East Asia & Pacific,Micronesia,165180.0,94.1068261842046,11.6412398595472,60.3300169861684,6910000000.0,41833.1517132825,,4140000000.0,3435368070.28173,20797.7241208484,25063.567017798767,59.9131693198263,1.2323943661971537,0.7452221500523049,2013.0,2022.0,,5.383,,0.007001877575427396,0.39511309715948323
HKG,"Hong Kong SAR, China",2023,East Asia,East Asia & Pacific,Eastern Asia,7536100.0,100.0,21.6452568609024,47.8071542342089,380762296025.216,50525.1119312663,71519.1754897022,266625821579.514,227796685398.759,30227.3968496648,35379.8147025005,70.0242183542924,6.834576923470292,1.8398137042062501,2013.0,2023.0,2.09660511249089,2.949,95.97781908,0.45093752684722344,2.4707906191629148
HND,Honduras,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,10644851.0,58.3132392705102,4.29272330819849,54.5329302016737,34355805527.9795,3227.45762509776,7184.25562362375,29868549044.7042,23477054315.4196,2205.48454040546,2805.9151832847824,86.9388698232651,4.605457354405584,4.401770754005163,2013.0,2023.0,6.66325180347463,6.07,58.0685997,0.050515923615137126,0.6772426432470171
HRV,Croatia,2023,Europe,Europe & Central Asia,Southern Europe,3859686.0,57.2431560672198,22.815365461733,58.6141257780841,85621337533.3348,22183.4982258492,47759.6272293173,48440834509.8048,39173544657.4814,10149.4123245988,12550.45993632767,56.5756573131614,3.274147530539162,2.655582519927857,2013.0,2023.0,7.94128177586822,6.121,83.24117599,0.08192676156743763,0.3428396865022013
HTI,Haiti,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,11637398.0,54.4496819335618,4.61815413470631,56.7161065708492,19572288894.1581,1681.84407667059,3264.65805430675,19324405237.0587,15728355961.6577,1351.53545162395,1660.543468312994,98.7334968411721,0.07866399929314927,1.4205969233171523,2013.0,2023.0,36.8135162780854,14.459,47.99269867,0.032682879151650496,0.43816361023544803
HUN,Hungary,2023,Europe,Europe & Central Asia,Eastern Europe,9592186.0,70.2923026891431,20.819084281895,54.5703480456464,213029511028.874,22208.6509820466,46376.1979062264,104759510604.051,82229536874.2475,8572.55445987469,10921.338535767654,49.1760555136663,-2.152790548114658,3.6463526800957435,2013.0,2023.0,17.1249659678737,4.096,91.4500713,0.17717711790126886,0.74143474481942
IDN,Indonesia,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,281190067.0,58.1179353397878,7.04854077766648,47.0224568841154,1371166925749.88,4876.2992959843,15428.3856954945,746328378694.142,659421312018.891,2345.10884062946,2654.17760540646,54.4301619794382,4.943146972031753,3.94025162436491,2013.0,2023.0,3.66938654859761,3.308,69.20836554,1.262246362000869,15.775794565593463
IND,India,2023,South & Southeast Asia,South Asia,Southern Asia,1438069596.0,35.0676918424186,6.92184330138637,47.0132181120622,3500906030644.76,2434.44826340989,9853.04309264591,1978122541496.63,1930995469989.07,1342.7691367373,1375.5402012522834,56.5031601585809,5.77925427513708,5.973334930803609,2013.0,2023.0,5.64914318907925,4.172,60.25230026,3.3455487596021016,41.81330327385206
IRL,Ireland,2023,Europe,Europe & Central Asia,Northern Europe,5311538.0,64.1152082461268,15.5417068369309,52.8088109767237,567372737459.116,106818.917130804,133440.438499393,155375514254.187,126705399127.143,23854.7477448422,29252.452727286713,27.3850863807821,4.3791405818661255,3.4159575424151267,2013.0,2023.0,6.29942487419125,4.243,96.8660965,0.2627826881707468,1.0996691765547877
IRN,"Iran, Islamic Rep.",2023,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Southern Asia,90608707.0,76.6759567260742,7.91608360551928,44.414481053557,457510482317.483,5049.29931642754,18932.6833817658,198992315958.344,228794591431.89,2525.08394620276,2196.1721179659257,43.4945916321664,1.6212832342721972,0.48534393701884504,2013.0,2023.0,44.5791857572797,8.129,83.71050262,0.33655068473214783,8.638026914173834
IRQ,Iraq,2023,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,45074049.0,69.868278503418,3.39670394377039,68.0336199589456,268881051643.549,5965.31835077761,14664.5981923773,109980411552.347,105175771490.365,2333.39967949995,2439.9940540586226,40.9029981399156,4.835880497855882,1.3347364409724172,2013.0,2023.0,4.35835351089595,15.239,81.80889893,0.18600709598663154,4.774122811958021
ISL,Iceland,2023,Europe,Europe & Central Asia,Northern Europe,385663.0,94.1518261784801,15.3483031550157,50.1598302412054,31701996433.7807,82201.2908518078,82256.5277425273,15430293367.6922,11710650601.0573,30364.9834209072,40009.78410605166,48.6729389422621,0.43546996661736337,3.612038650307703,2013.0,2023.0,8.73630299937298,3.518,97.94860077,0.02609686596944688,0.10920779945989222
ISR,Israel,2023,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,9849000.0,91.5089569794505,12.4157088880088,66.7509366513991,513393395491.904,52126.4489280033,55301.43606891,248124770568.002,209097203618.589,21230.2978595379,25192.88969113636,48.3303394135531,-0.6245700645725272,3.396963722234947,2013.0,2023.0,4.22522603168918,3.371,87.03842615,0.41964716592950746,10.770810098457662
ITA,Italy,2023,Europe,Europe & Central Asia,Southern Europe,58984216.0,69.5381540123301,24.2187831541913,57.1418238396626,2316882296366.32,39279.699782164,60349.664512107,1331525548102.96,1149933174158.19,19495.6083532277,22574.268819695084,57.4705737184519,0.5461123277396673,0.4752115911439869,2013.0,2023.0,5.62219442195901,7.627,87.0278292,2.2519755740026057,9.423863277766023
JPN,Japan,2023,East Asia,East Asia & Pacific,Eastern Asia,124516650.0,92.0826903891473,29.5618100807812,70.1001399306642,4384854269961.93,35215.003535366,52726.2389417641,2350182323673.81,2463367865540.94,19783.4415360591,18874.44228280965,53.5977293424216,0.08392178332823352,-0.1590577790869352,2013.0,2023.0,3.26813365933163,2.6,85.00990295,3.9748040846129227,21.77886749398736
KAZ,Kazakhstan,2023,Europe,Europe & Central Asia,Central Asia,20330104.0,61.7560919499181,8.30816704134912,60.893935746271,261840101059.923,12879.4275257974,38546.9287207389,135304211195.51,130982034502.573,6442.76263921586,6655.362471117216,51.6743656329957,7.528261899244426,3.1615173020040466,2013.0,2023.0,14.5275597825952,4.835,92.87846096,0.22883659957264102,0.957614661640626
KEN,Kenya,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,55339003.0,31.6330340816429,2.91330784287267,67.6739373442667,107500884685.013,1942.58802756191,6322.24569873446,82726093225.2635,73138092393.7209,1321.63733404667,1494.896704685184,76.9538720240847,7.523365534259607,4.295284478872707,2013.0,2023.0,7.67139634029402,5.409,32.07040024,0.1399125548446108,4.996374901087633
KGZ,Kyrgyz Republic,2023,Europe,Europe & Central Asia,Central Asia,7099750.0,34.706439175362,5.42703271096246,61.5475158691892,15180842369.4894,2138.22210211478,7304.10137976789,13400006961.3814,10460701455.1912,1473.39011305909,1887.3913815812386,88.2691924152565,18.624273781279864,5.843503175267362,2013.0,2023.0,10.7532770416742,3.498,91.04440308,0.022663093781030777,0.09483846082043532
KHM,Cambodia,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,17423880.0,40.6290788072508,5.96118643031327,56.4253473651475,42335646895.7984,2429.74853452838,7436.85544015287,25539852954.0739,22996594850.999,1319.83202656349,1465.795962441999,60.3270643695032,4.579326387617555,3.6217535525710387,2013.0,2023.0,2.12746796594194,0.256,68.92549896,0.04319490910116985,0.5398581709353103
KIR,Kiribati,2023,Oceania,East Asia & Pacific,Micronesia,132530.0,61.5244676194408,4.11829729760319,64.0608558943316,291657337.839517,2200.68918614289,3526.6871592056,326323936.81279,324260668.036299,2446.69635581603,2462.264670737116,111.886071247194,10.447509938241017,8.440767146399475,2013.0,2023.0,9.28307374517721,,88.0,0.0005519034433561982,0.031143686316757718
KOR,"Korea, Rep.",2023,East Asia,East Asia & Pacific,Eastern Asia,51712619.0,81.1645551720421,18.3350235838597,41.4544025774417,1844800934391.54,35674.095995632,57429.8031076402,921453055441.203,901114619290.853,17425.4299379201,17818.727290551713,49.9486442283876,2.0206339053799205,2.102274094005163,2013.0,2023.0,3.5974562502901,2.675,97.41597478,1.5584303105562358,8.53899878074697
KWT,Kuwait,2023,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,4853420.0,100.0,2.95275783789783,27.4788324128055,165462656226.772,34091.9714813002,53083.3848600632,63343944887.0661,52893973295.8738,10898.2888964635,13051.403935176866,38.282925181771,2.51370069882626,2.135086192160096,2013.0,2023.0,3.64216403030709,2.08,99.74731125,0.10713201624247752,2.7496875854189367
LAO,Lao PDR,2016,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,6908802.0,33.8267455533474,4.10183240872785,58.634824292374,15912501722.6143,2303.22156035363,6743.01053953037,10453643444.5525,10741525239.1977,1554.75945600955,1513.0906117373895,65.6945314242839,4.530913493830724,4.568550776924352,2013.0,2016.0,1.59691227583204,2.634,21.87000084,0.01767998348210767,0.22096778864522823
LBN,Lebanon,2023,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,5773493.0,90.4524074197598,9.8244260298251,57.5802354030357,20078620356.9931,3477.72489842684,12585.1973845359,27314358309.6425,38886765502.2853,6735.39666581137,4730.993578695341,136.037027564642,0.16999946487723516,-0.8833344734065163,2013.0,2023.0,221.341644023365,10.985,81.7059021,0.04619608525011468,1.1856847893135256
LBY,Libya,2023,Africa,"Middle East, North Africa, Afghanistan & Pakistan",Northern Africa,7305659.0,87.8647197919848,4.8781294062589,48.8966237042016,44027664915.187,6026.51518708812,13858.4923072147,14621381820.4182,18155959701.0851,2485.19123341031,2001.377537661996,33.2095327984899,5.27799130238813,-2.807702593593786,2013.0,2023.0,2.3731753143518,18.713,82.10469818,0.024728774272982604,0.8830817738223223
LKA,Sri Lanka,2023,South & Southeast Asia,South Asia,Southern Asia,22037000.0,20.1455348442463,11.7387099915518,51.745033375023,84080307355.5983,3815.41531767474,14512.1432202455,59804035630.0427,58644660508.542,2661.19074776703,2713.801135818973,71.1272799909202,-1.0256384237615768,0.9410787923347597,2015.0,2023.0,16.5411742279832,4.528,51.2,0.10114505700436159,1.2641301164827203
LSO,Lesotho,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,2311472.0,42.6781596804785,3.82680387216458,63.2665285082422,2129871529.52517,921.435141557056,2879.59482438145,1966830070.10639,1975841512.3452,854.797943624321,850.8993706635382,92.3450096797562,9.008921196625286,1.705717072667956,2013.0,2023.0,6.34221743124953,16.348,48.98590088,0.003326450087573484,0.1187898523169102
LTU,Lithuania,2023,Europe,Europe & Central Asia,Northern Europe,2871585.0,68.575454583199,19.8561787800633,53.2410196696624,80356613554.5602,27983.3658256887,52720.0689650863,45021530079.0675,30868968838.8024,10749.8015342755,15678.28571296601,56.0271620312856,-0.12353716912493207,2.772233779924238,2013.0,2023.0,9.11731962390475,6.841,88.50287484,0.07614377822996442,0.3186395819632861
LUX,Luxembourg,2023,Europe,Europe & Central Asia,Western Europe,666430.0,94.8015300320787,15.1061948765445,44.7725431159019,88788881539.3937,133230.619178899,152596.126692093,29282605563.2633,24939955789.9166,37423.2189275942,43939.50686983374,32.9800365266131,3.801807482316355,3.0813789996000596,2013.0,2023.0,3.74140361983136,5.184,99.34785707,0.04952493218442001,0.2072474475897971
LVA,Latvia,2023,Europe,Europe & Central Asia,Northern Europe,1883710.0,68.3586316343061,21.3320948408305,58.7910304708067,42779550936.838,22710.2637544197,42783.8260226567,24799183588.0436,18363664431.3503,9748.66854842323,13165.075084829192,57.9697146065381,-0.9057826127165991,1.9814110404352991,2013.0,2023.0,8.9380462331663,6.465,92.18791291,0.041942233684548205,0.1755160581536741
MAC,"Macao SAR, China",2023,East Asia,East Asia & Pacific,Eastern Asia,678800.0,100.0,13.479471895326,38.072078888916,45626467279.891,67216.3631112124,116424.421317954,14543634873.1737,13503323576.517,19892.9339665836,21425.5080630137,31.8754348960598,16.39685958452093,1.963077579076522,2013.0,2023.0,0.476384495788075,2.206,89.82640076,0.024597282822144635,0.134774180536193
MAR,Morocco,2023,Africa,"Middle East, North Africa, Afghanistan & Pakistan",Northern Africa,37712505.0,62.673750838878,7.82574109038898,51.1965827591372,146036093666.762,3813.72607421875,9902.8056640625,89277378603.3516,76358100738.9048,1994.08837890625,2367.3149954730293,61.1337761519919,4.796116593912192,2.16671123124339,2013.0,2023.0,6.09114152504141,8.896,91.0,0.15099257855935969,5.3920502745615195
MDA,Moldova,2023,Europe,Europe & Central Asia,Eastern Europe,2457783.0,43.0011825561523,15.6147071961188,55.2962072281666,16711906746.2133,6799.58594644576,17750.5576656772,14331219199.2728,8071335183.7906,3283.99015852522,5830.953830860089,85.7545426557627,-0.8001935010603201,1.9767628267034265,2013.0,2023.0,13.41701043813,1.57,76.50330353,0.024238029550705985,0.10142910928750666
MDG,Madagascar,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,31195932.0,31.9799438860946,3.33516236451659,75.1537300734546,16036707975.7567,514.064076551927,1810.09891584306,11612805129.7335,10387770085.5252,332.984764985549,372.2538287919559,72.4138965883084,4.35866915608536,2.2997733879372095,2013.0,2023.0,9.87432675044888,3.044,18.24080086,0.01964044440234039,0.7013739658106205
MDV,Maldives,2023,South & Southeast Asia,South Asia,Southern Asia,525994.0,41.5096832933973,4.34510659817412,32.264975533215,6621008703.95743,12587.6126038651,24806.6325837081,3387993229.77873,2982400330.25108,5670.02728215736,6441.12524055166,51.1703485264065,11.335760163881314,6.688844192144017,2014.0,2023.0,2.90372427754586,4.019,84.55290222,0.00573002749306462,0.07161497098117817
MEX,Mexico,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,129739759.0,79.4734935748046,7.98664578990007,49.0415538480472,1794410347718.25,13830.843848864,25188.3182559609,1253583863518.97,950659987888.525,7327.43759673952,9662.295299307361,69.8604901110279,4.170231474152386,1.7255246209277875,2013.0,2023.0,5.52796087314389,2.765,81.18318755,2.1201547688142783,28.423893239364517
MHL,Marshall Islands,2023,Oceania,East Asia & Pacific,Micronesia,38827.0,78.3593928884282,4.38225976768743,64.169133192389,264000000.0,6799.39217554794,7525.1504555076,187208100.0,155108300.0,3994.85667190357,4821.595796739382,70.9121590909091,-7.448145989007749,0.3535895498914421,2013.0,2023.0,,,64.07589722,0.00031662033751892984,0.01786675657109716
MKD,North Macedonia,2023,Europe,Europe & Central Asia,Southern Europe,1827816.0,62.2518322545779,17.5017325840163,52.8340697087164,15855131188.9092,8674.35846327485,25354.144126576,10850947663.934,8876461942.72448,4856.32139270281,5936.564546942362,68.4380818717181,1.6530875168518255,3.17660261117918,2013.0,2023.0,9.36187249769015,13.174,88.5,0.018351934087013466,0.07679751046819687
MLI,Mali,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,23769127.0,31.0031889023235,2.40531546645959,95.5627428168982,24777941860.767,1042.44223444837,3178.41515939915,18215972689.0436,15942277172.6676,670.713618243851,766.3711287774094,73.5168917233051,3.464845965095642,4.542186173150764,2013.0,2023.0,2.05880228274223,2.947,36.03879929,0.030808215141548856,1.1001828467180745
MLT,Malta,2023,Europe,"Middle East, North Africa, Afghanistan & Pakistan",Southern Europe,552747.0,95.6272277147965,19.800039778143,49.1465329757208,22625329775.6867,40932.5238774461,67101.1037962636,10267078125.0982,8770120951.798,15866.4288576835,18574.64287476585,45.3786894020492,12.823619693848665,5.271837295119197,2013.0,2023.0,5.09396758978883,3.479,92.07266941,0.01736445026311262,0.07266517766100433
MNE,Montenegro,2023,Europe,Europe & Central Asia,Southern Europe,623529.0,65.4731667624849,17.4661274844054,55.7603675124215,7643318276.40347,12258.1600477339,31862.873635118,5735465629.05598,4607271076.05995,7389.02452982933,9198.394347425668,75.0389480281434,7.1090080251197785,4.270901236711588,2013.0,2023.0,8.58476910455403,13.146,88.5515976,0.009700248350898949,0.04059272013184867
MNG,Mongolia,2023,East Asia,East Asia & Pacific,Eastern Asia,3481145.0,70.4464492797852,4.8636009012415,60.0027669535657,20325121393.9074,5838.63108083902,18019.6912274585,9049203222.52678,10287169896.7231,2955.1110042021,2599.490461479421,44.522259164658,9.748968227220534,5.097297102272624,2013.0,2023.0,10.347583131434,5.178,83.74320221,0.01530468915925014,0.08385791856416316
MNP,Northern Mariana Islands,2022,Oceania,East Asia & Pacific,Micronesia,46078.0,91.8785788645608,7.78028560267373,44.3591591215264,1096000000.0,23785.754590043,,726000000.0,640518918.918919,13900.7534814644,15755.892182820435,66.2408759124088,-3.309352517985553,3.408678262586484,2013.0,2022.0,,,,0.0012278654878648042,0.06928794892217024
MOZ,Mozambique,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,33635160.0,35.7149783148407,2.76676995144367,90.5547175254326,20927498317.3094,622.191133245967,1680.20873445078,16335799933.9228,15401899930.1349,457.910708025023,485.676296290037,78.0590192207121,9.110637424143775,4.517235528308894,2013.0,2023.0,7.12697482131851,6.661,19.94560051,0.027628326385024733,0.9866268017370273
MRT,Mauritania,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,5022441.0,59.7142464747058,3.21532864046301,86.0514074690377,10687541640.1299,2127.9576285973,6971.65100210032,5805550195.69109,5034897582.2295,1002.48018488012,1155.922029883694,54.3207258617104,3.015351627325069,3.199453307747957,2013.0,2023.0,4.95305034506872,10.37,44.95629883,0.009818780610682988,0.3506355027037234
MUS,Mauritius,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,1248647.0,39.0039901092226,12.9415870752551,39.0159696460938,14072212290.4596,11269.9684462139,29402.9391464973,9846439670.20289,9230588546.48621,7392.47244936816,7885.6872039919135,69.9708010863252,3.43049068060286,1.131150868599673,2013.0,2023.0,7.05298238454736,5.571,79.5,0.01665303505424936,0.5946914947296377
MWI,Malawi,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,21104482.0,16.9748746665356,2.59256771636073,78.280606285515,13363669672.9405,633.214767978695,1831.97332483901,11382902523.3743,,,539.3594840837269,85.1779698388011,,,,,28.7897428247298,5.009,17.98810346,0.01925161592311363,0.6874886296690976
MYS,Malaysia,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,35126298.0,76.4434752105739,7.45117376160733,42.3268043029121,399949418752.657,11386.0395636528,36496.9483630681,241825507173.033,243860786881.25,6942.39930667473,6884.457541555703,60.4640226574717,4.617131723563261,5.454274994186847,2013.0,2023.0,2.48886560125754,3.858,97.69272633,0.40899338063797497,5.1116768848550835
NAM,Namibia,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,2963095.0,49.9545837830821,3.57118148422511,69.1003275178326,12522012873.7957,4225.99102418102,11247.8071969605,9182615804.47426,9984915341.81897,3369.75876298903,3098.994735057182,73.3317869660585,5.265787344917494,4.287108976566212,2013.0,2023.0,5.87993463284275,19.154,63.69549942,0.015530326493988774,0.5545987891253966
NCL,New Caledonia,2023,Oceania,East Asia & Pacific,Melanesia,289870.0,67.751522311337,11.0903354785516,48.4047019311503,9769167530.35744,33701.8923322781,,6047924605.15367,,,20864.26537811319,61.9082904081633,,,,,,10.922,,0.010228702335918133,0.5772015029297853
NER,Niger,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,26159867.0,17.7506873295237,2.57103562491354,98.164041724651,16949765463.9058,647.930108509567,1902.69710752042,12157114659.9381,10107156235.5994,386.361147615903,464.72387110905805,71.7243827699353,6.574041029301503,5.388716110916403,2013.0,2023.0,3.70097316425834,0.407,12.98079967,0.02056102138147832,0.7342484116971397
NIC,Nicaragua,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,6823613.0,59.1250953674316,5.37928367274053,52.8658369386387,17805842220.7571,2609.44491147975,8326.83840449159,13932074607.6542,11440029831.0387,1676.5355583675,2041.7445431993578,78.244401106806,7.61510782763577,3.3890671822591534,2013.0,2023.0,8.38765854872536,4.698,60.30120087,0.023562966370655886,0.31589733465393455
NLD,Netherlands,2023,Europe,Europe & Central Asia,Western Europe,17877117.0,95.3221682092129,20.1567559021407,54.6264908553262,1135475867551.0,63515.6030780019,80391.6029350952,509302392707.852,397920132741.643,22258.62999843,28489.067488222627,44.853651870763,0.735951881455299,1.5369314489095176,2013.0,2023.0,3.83839354342808,3.535,97.00680272,0.8613702904861416,3.6045843226635323
NOR,Norway,2023,Europe,Europe & Central Asia,Northern Europe,5519601.0,83.0718560702166,18.5338475896816,53.9423382909882,502197633322.816,90984.4087141111,107767.977198972,199845724203.219,214515035656.7,38864.2287108616,36206.5526481387,39.7942385512512,-1.0284570520669334,2.390097579267181,2013.0,2023.0,5.51784987104659,3.574,99.00000258,0.33799403257090993,1.4144067939368181
NPL,Nepal,2023,South & Southeast Asia,South Asia,Southern Asia,29694614.0,66.5432933453944,6.36058770858938,54.0220133747515,41049329851.0546,1382.38300895424,5399.65505811688,35365577027.3624,29526788899.9344,994.348298312091,1190.9761489865602,86.1538474700673,0.7174599285555416,4.366416132679518,2013.0,2023.0,7.11587261530826,10.437,45.80680084,0.05981290838887417,0.747553079588825
NZL,New Zealand,2023,Oceania,East Asia & Pacific,Australia and New Zealand,5200000.0,83.8898991461229,16.7985801212333,54.2574461849167,256372177757.764,49302.341876493,54949.699278118,147315210938.94,134803113065.484,25923.6755895162,28329.848257488462,57.4614656814017,1.105339939843497,3.592617648028429,2013.0,2023.0,5.73316283034957,3.734,93.32610321,0.24915050048133347,14.059461172170812
OMN,Oman,2023,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,5049269.0,79.5702973228932,2.66044451186895,38.6735887164327,106174707932.38,21027.7384572657,41979.5975879711,40100820546.1638,39847251063.3495,7891.6871062622,7941.906154368841,37.7687128385634,5.521511689975678,4.2392361239008025,2013.0,2023.0,0.950782997762827,3.176,95.25170135,0.06782150631362863,1.7407303668485867
PAK,Pakistan,2023,South & Southeast Asia,"Middle East, North Africa, Afghanistan & Pakistan",Southern Asia,247504495.0,38.8191861872791,4.19627145721884,70.1673862519405,336686348609.266,1360.32417758419,6018.94650802152,280013117138.998,368466227039.941,1488.72539482542,1131.3455827903165,83.1673509471454,1.8879680719336989,5.1274602695565275,2013.0,2023.0,30.7681280657005,5.237,,0.47357912215484893,5.918881738606148
PAN,Panama,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,4458759.0,65.8601271176084,9.05673529338545,52.2832629253976,83812155200.0,18797.1933894611,39846.2245506562,39671366000.0,36023870578.2519,8079.34911446255,8897.400823861528,47.3336664656012,5.463031675581886,3.5680582121443427,2013.0,2023.0,1.48641355277038,6.544,68.54851592,0.0670951806719741,0.8995127527235368
PER,Peru,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,33845617.0,84.7810255849745,8.99256615708912,50.0391504388028,268025009709.319,7919.04634828547,17041.5682788302,170151604267.933,148887579868.001,4399.02099784445,5027.286229349373,63.4834803112098,0.06673062801834106,2.673918177717871,2013.0,2023.0,6.45561348369586,4.899,79.48484477,0.2877731165088494,3.8580354892587856
PHL,Philippines,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,114891199.0,55.1242716168851,5.26217156111322,51.2166581870048,437055627245.138,3804.08274131718,10994.8840414773,334429914559.98,309494263402.144,2693.80305972909,2910.840146772078,76.5188442185196,5.537637782628324,4.6084732424742425,2013.0,2023.0,5.97802515541409,2.2,77.86699677,0.5656128790602957,7.0691370974242025
PLW,Palau,2023,Oceania,East Asia & Pacific,Micronesia,17727.0,79.1531991438847,10.8503737131575,41.6233921866262,276157406.25,15578.3497630733,18313.2535592192,223967833.518982,179560824.719782,10129.2279979569,12634.277289952162,81.1015125613644,-6.990417998088027,-0.17586276889707264,2013.0,2023.0,12.8199748216534,,82.91629791,0.0003787911476168155,0.021375030040044565
POL,Poland,2023,Europe,Europe & Central Asia,Eastern Europe,36687353.0,59.8859561370214,19.5609114692528,53.040171083641,812451193396.143,22145.2660647429,48473.0940286419,468343271743.174,365163469956.228,9953.38829585846,12765.796206206918,57.645711588587,-0.25171793359106687,3.251180468893433,2013.0,2023.0,11.5289127961105,2.743,86.414744,0.7920971623238718,3.3146964143928015
PRI,Puerto Rico (US),2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,3203794.0,94.1774359275881,24.2437244035166,56.8593409036051,118478754280.882,36980.7653928068,47582.5504550609,92363500000.0,83185919839.2065,25964.815415475,28829.412877357285,77.9578588250771,1.577370339099926,2.5935214753765257,2013.0,2023.0,,5.725,,0.15621205783526287,2.094259777598291
PRT,Portugal,2023,Europe,Europe & Central Asia,Southern Europe,10578174.0,61.2048652633664,24.1115106141099,58.7431554582857,292323800948.839,27634.6183139773,49800.3476220918,180152190154.482,152336369205.313,14401.0080761872,17030.55651707771,61.6276162152158,2.412057438186288,1.9873378112436502,2013.0,2023.0,4.31128191898681,6.498,85.79012676,0.3046868551707245,1.2750259366969863
